"","INSPECTION_ID","ESTABLISHMENT_ID","IsED","MINIMUM_INSPECTIONS_PERYEAR","No_Infraction","Minor","Significant","Crucial","Total"
"1","103104457","10480689",0,"1",1,0,0,0,0
"2","103179834","10446741",0,"1",1,0,0,0,0
"3","103237909","10301889",0,"3",0,3,6,1,10
"4","103271010","10419900",0,"1",1,0,0,0,0
"5","103275264","10430127",0,"2",0,2,0,0,2
"6","103353763","10461062",0,"1",1,0,0,0,0
"7","103370479","9052660",0,"2",1,0,0,0,0
"8","103384487","10311684",0,"1",1,0,0,0,0
"9","103386417","10215693",0,"2",0,0,4,0,4
"10","103386511","9010334",0,"1",1,0,0,0,0
"11","103390877","10500972",0,"1",0,2,0,0,2
"12","103392336","10476099",0,"1",1,0,0,0,0
"13","103392539","10192185",0,"2",1,0,0,0,0
"14","103405475","10495326",1,"2",1,0,0,0,0
"15","103416605","9010863",0,"2",1,0,0,0,0
"16","103421103","10521787",0,"2",0,2,3,1,6
"17","103425721","10522317",0,"3",1,0,0,0,0
"18","103426751","10522425",0,"1",0,1,0,0,1
"19","103427080","10222372",0,"3",1,0,0,0,0
"20","103431283","10412135",0,"2",1,0,0,0,0
"21","103431585","9017400",0,"3",1,0,0,0,0
"22","103434829","9020942",0,"3",0,1,0,0,1
"23","103440391","10431193",0,"3",1,0,0,0,0
"24","103443076","10471290",0,"2",1,0,0,0,0
"25","103470759","9416431",0,"2",1,0,0,0,0
"26","103475259","9016931",0,"2",1,0,0,0,0
"27","103476548","9007752",0,"3",1,0,0,0,0
"28","103477101","9001241",0,"3",0,0,3,0,3
"29","103477725","10334029",0,"3",0,1,1,0,2
"30","103478614","9016287",0,"2",1,0,0,0,0
"31","103478992","9397606",0,"2",0,2,0,0,2
"32","103479947","10360232",0,"2",0,0,2,0,2
"33","103482618","10480674",0,"2",0,1,0,0,1
"34","103486018","10497549",0,"3",0,2,3,4,9
"35","103498105","10473937",0,"3",0,2,0,0,2
"36","103498911","10356874",0,"2",1,0,0,0,0
"37","103499222","10398644",0,"2",1,0,0,0,0
"38","103499634","10378731",0,"1",1,0,0,0,0
"39","103502676","10485591",0,"2",1,0,0,0,0
"40","103503936","10251115",0,"2",1,0,0,0,0
"41","103504044","9054246",0,"3",0,0,1,0,1
"42","103504632","10190827",0,"2",1,0,0,0,0
"43","103504995","10513435",0,"1",1,0,0,0,0
"44","103505832","9009044",0,"2",1,0,0,0,0
"45","103507671","10533279",0,"2",0,1,2,0,3
"46","103510369","10276826",0,"2",0,3,0,0,3
"47","103511601","10365643",0,"2",0,0,1,0,1
"48","103512189","9419265",0,"2",1,0,0,0,0
"49","103512390","10467617",0,"1",1,0,0,0,0
"50","103513073","9000306",0,"2",1,0,0,0,0
"51","103513158","10534098",0,"2",1,0,0,0,0
"52","103513501","9006980",0,"1",0,2,0,0,2
"53","103515302","9012783",0,"2",0,1,0,0,1
"54","103515918","9023026",0,"2",0,1,3,0,4
"55","103516625","10429058",0,"2",1,0,0,0,0
"56","103517119","10462721",0,"3",1,0,0,0,0
"57","103517765","9015423",0,"2",0,4,2,0,6
"58","103517774","9419393",0,"3",1,0,0,0,0
"59","103518328","10513401",0,"3",1,0,0,0,0
"60","103518788","9051018",0,"2",1,0,0,0,0
"61","103519227","9002870",0,"2",0,1,0,0,1
"62","103519274","10386789",0,"2",1,0,0,0,0
"63","103519423","10500262",0,"2",1,0,0,0,0
"64","103519461","10421091",0,"2",1,0,0,0,0
"65","103519873","9009514",0,"3",0,2,0,0,2
"66","103520180","10492042",0,"1",1,0,0,0,0
"67","103520182","10492045",0,"1",1,0,0,0,0
"68","103520940","10371045",0,"1",1,0,0,0,0
"69","103522354","10467587",0,"2",0,1,0,0,1
"70","103522454","10463538",0,"3",0,1,0,0,1
"71","103523191","10498786",0,"3",1,0,0,0,0
"72","103523891","10387441",0,"2",1,0,0,0,0
"73","103523958","10368134",0,"2",1,0,0,0,0
"74","103524118","10482871",0,"3",1,0,0,0,0
"75","103524150","9007272",0,"2",1,0,0,0,0
"76","103524332","9004045",0,"2",0,2,0,0,2
"77","103524361","10529484",0,"3",1,0,0,0,0
"78","103524373","10511102",0,"2",0,1,3,0,4
"79","103524458","9000667",0,"2",0,2,1,0,3
"80","103524462","10486031",0,"3",1,0,0,0,0
"81","103524468","10361299",0,"1",1,0,0,0,0
"82","103524574","10451666",0,"1",1,0,0,0,0
"83","103524575","10265254",0,"3",1,0,0,0,0
"84","103524576","9061720",0,"3",1,0,0,0,0
"85","103524677","9078607",0,"1",1,0,0,0,0
"86","103525076","9007686",0,"1",0,1,0,0,1
"87","103525187","9059729",0,"1",0,1,2,0,3
"88","103525202","9059729",0,"1",1,0,0,0,0
"89","103525274","9348408",0,"2",1,0,0,0,0
"90","103525276","9059234",0,"3",0,1,1,0,2
"91","103525378","9015392",0,"2",0,1,3,1,5
"92","103525384","9015392",0,"2",1,0,0,0,0
"93","103525508","10509111",0,"3",0,1,1,0,2
"94","103525513","10509111",0,"3",0,1,0,0,1
"95","103525517","10381223",0,"3",1,0,0,0,0
"96","103525593","9002466",0,"1",1,0,0,0,0
"97","103525630","10218906",0,"1",0,0,2,1,3
"98","103525634","10218906",0,"1",1,0,0,0,0
"99","103525670","9023026",0,"2",0,0,2,0,2
"100","103525738","10398435",0,"2",1,0,0,0,0
"101","103525745","10410374",0,"1",1,0,0,0,0
"102","103525769","10535974",0,"2",1,0,0,0,0
"103","103525811","9000572",0,"3",1,0,0,0,0
"104","103525812","9005686",0,"3",0,1,0,0,1
"105","103525877","9384815",0,"2",1,0,0,0,0
"106","103525884","10292822",0,"3",0,2,0,0,2
"107","103525886","10390847",1,"2",1,0,0,0,0
"108","103525889","9397780",0,"2",1,0,0,0,0
"109","103525933","9423435",0,"1",1,0,0,0,0
"110","103525945","10491537",0,"3",0,1,1,0,2
"111","103525947","10473374",0,"3",1,0,0,0,0
"112","103525950","9014036",0,"1",1,0,0,0,0
"113","103525958","10471411",0,"3",0,1,0,0,1
"114","103525966","10290353",0,"2",1,0,0,0,0
"115","103525967","10363328",0,"1",1,0,0,0,0
"116","103525969","10363325",0,"2",0,1,0,0,1
"117","103525970","9007964",0,"2",1,0,0,0,0
"118","103525980","10338020",0,"2",1,0,0,0,0
"119","103525994","10330268",0,"1",0,2,1,0,3
"120","103526003","10330268",0,"1",1,0,0,0,0
"121","103526012","9005994",0,"1",1,0,0,0,0
"122","103526018","10363894",0,"2",0,2,1,0,3
"123","103526022","10342542",0,"2",0,1,0,0,1
"124","103526037","10247945",0,"3",1,0,0,0,0
"125","103526039","10357721",0,"3",0,2,0,0,2
"126","103526042","10522214",0,"3",0,1,2,0,3
"127","103526057","10478016",0,"3",1,0,0,0,0
"128","103526063","10411874",0,"2",0,1,0,0,1
"129","103526088","9023260",0,"2",0,1,1,0,2
"130","103526091","9023260",0,"2",1,0,0,0,0
"131","103526110","10442783",0,"2",0,1,0,0,1
"132","103526118","10472041",0,"3",0,2,2,1,5
"133","103526120","10472041",0,"3",1,0,0,0,0
"134","103526133","10516832",0,"2",1,0,0,0,0
"135","103526209","10536042",1,"2",0,1,0,0,1
"136","103526315","10350001",0,"3",0,1,2,3,6
"137","103526317","10350001",0,"3",1,0,0,0,0
"138","103526334","10449835",0,"3",1,0,0,0,0
"139","103526336","10398343",0,"3",0,2,0,0,2
"140","103526344","10383545",0,"3",1,0,0,0,0
"141","103526414","9052660",0,"2",0,1,0,0,1
"142","103526440","9421520",0,"2",1,0,0,0,0
"143","103526446","10185511",0,"3",0,0,1,0,1
"144","103526449","10377345",0,"3",0,2,3,0,5
"145","103526529","10215690",0,"3",1,0,0,0,0
"146","103526575","10478150",0,"3",0,1,2,0,3
"147","103526576","10478150",0,"3",1,0,0,0,0
"148","103526595","10527234",0,"3",0,0,1,0,1
"149","103526613","10458136",0,"2",1,0,0,0,0
"150","103526671","9001846",0,"1",1,0,0,0,0
"151","103526675","10489578",0,"1",0,1,1,1,3
"152","103526679","10489578",0,"1",1,0,0,0,0
"153","103526733","9015099",0,"3",1,0,0,0,0
"154","103526736","9001900",0,"3",1,0,0,0,0
"155","103526757","10489280",0,"1",1,0,0,0,0
"156","103526782","10432684",0,"2",1,0,0,0,0
"157","103526789","10440550",0,"2",1,0,0,0,0
"158","103526791","10432654",0,"2",0,2,0,0,2
"159","103526831","10482389",0,"2",1,0,0,0,0
"160","103526832","10252685",0,"3",1,0,0,0,0
"161","103526835","10521714",0,"2",1,0,0,0,0
"162","103526841","10513982",0,"2",1,0,0,0,0
"163","103526842","10447558",0,"2",0,1,0,0,1
"164","103526849","9000848",0,"2",1,0,0,0,0
"165","103526852","10257632",0,"1",1,0,0,0,0
"166","103526871","10291656",0,"3",0,2,0,0,2
"167","103526880","10392397",0,"3",1,0,0,0,0
"168","103526897","9006633",0,"3",1,0,0,0,0
"169","103526898","10393176",0,"3",1,0,0,0,0
"170","103526901","10527172",0,"2",1,0,0,0,0
"171","103526903","10447822",0,"2",1,0,0,0,0
"172","103526928","10508213",0,"3",1,0,0,0,0
"173","103526929","10499246",0,"3",0,1,1,0,2
"174","103526932","10490954",0,"3",1,0,0,0,0
"175","103526933","10525951",0,"3",0,0,3,0,3
"176","103526935","10525951",0,"3",1,0,0,0,0
"177","103526940","10536155",0,"3",0,0,2,0,2
"178","103526955","10536156",0,"2",0,2,0,0,2
"179","103526957","10477203",0,"2",0,2,0,0,2
"180","103526959","10394045",0,"2",1,0,0,0,0
"181","103526980","10397066",0,"2",0,1,0,0,1
"182","103526989","10337343",0,"3",0,1,1,0,2
"183","103526992","10463977",0,"2",1,0,0,0,0
"184","103526995","10519581",0,"2",1,0,0,0,0
"185","103527033","9015687",0,"2",0,1,0,0,1
"186","103527038","9011952",0,"3",1,0,0,0,0
"187","103527045","10493533",0,"2",1,0,0,0,0
"188","103527066","10536159",0,"2",1,0,0,0,0
"189","103527081","10524122",0,"2",1,0,0,0,0
"190","103527111","10523785",0,"2",1,0,0,0,0
"191","103527112","10351038",0,"2",1,0,0,0,0
"192","103527113","10410069",0,"2",0,1,1,0,2
"193","103527163","10460497",0,"1",1,0,0,0,0
"194","103527164","10288211",0,"1",0,0,1,0,1
"195","103527165","10288211",0,"1",1,0,0,0,0
"196","103527179","9051495",0,"2",0,1,1,0,2
"197","103527181","9051495",0,"2",0,1,0,0,1
"198","103527217","10299162",0,"3",0,2,0,0,2
"199","103527219","9010505",0,"2",0,1,0,0,1
"200","103527221","10390870",0,"3",0,1,0,0,1
"201","103527227","9388068",0,"3",0,1,2,0,3
"202","103527228","10262375",0,"1",0,1,0,0,1
"203","103527231","10499311",0,"2",0,1,0,0,1
"204","103527244","10338011",0,"2",0,0,1,0,1
"205","103527248","10338011",0,"2",1,0,0,0,0
"206","103527272","10389753",1,"3",1,0,0,0,0
"207","103527273","10389757",1,"3",1,0,0,0,0
"208","103527287","10389758",1,"2",1,0,0,0,0
"209","103527288","10389752",1,"2",1,0,0,0,0
"210","103527316","10480655",0,"2",1,0,0,0,0
"211","103527322","9004639",0,"2",1,0,0,0,0
"212","103527323","10280622",0,"3",0,2,0,0,2
"213","103527324","10453197",0,"1",1,0,0,0,0
"214","103527330","10536190",0,"3",1,0,0,0,0
"215","103527331","9018686",0,"3",0,2,0,0,2
"216","103527343","10511477",0,"3",0,0,1,0,1
"217","103527349","10435994",0,"2",1,0,0,0,0
"218","103527365","10515740",0,"3",1,0,0,0,0
"219","103527377","9004549",0,"1",1,0,0,0,0
"220","103527408","10374385",0,"3",1,0,0,0,0
"221","103527447","10434841",0,"2",1,0,0,0,0
"222","103527450","10536209",0,"1",0,1,1,0,2
"223","103527601","9006083",0,"1",1,0,0,0,0
"224","103527639","9013151",0,"2",1,0,0,0,0
"225","103527671","10191924",0,"3",0,1,0,0,1
"226","103527718","10536261",0,"3",0,1,0,0,1
"227","103527735","10502132",0,"2",1,0,0,0,0
"228","103527763","10452288",0,"3",1,0,0,0,0
"229","103527770","10482232",0,"2",1,0,0,0,0
"230","103527772","10306560",0,"2",0,2,0,0,2
"231","103527794","10452284",0,"2",1,0,0,0,0
"232","103527802","10452286",0,"2",1,0,0,0,0
"233","103527879","9061977",0,"2",0,0,1,0,1
"234","103527884","9000458",0,"3",0,2,0,0,2
"235","103527885","9419687",0,"3",0,2,0,0,2
"236","103527891","9000424",0,"2",0,2,0,0,2
"237","103527893","10323905",0,"3",0,2,2,0,4
"238","103527898","9006347",0,"3",0,0,3,0,3
"239","103527899","9006347",0,"3",1,0,0,0,0
"240","103527924","10258433",0,"2",1,0,0,0,0
"241","103527932","10477499",0,"2",1,0,0,0,0
"242","103527937","10416827",0,"2",1,0,0,0,0
"243","103527940","10276015",0,"2",0,0,1,0,1
"244","103527947","10276015",0,"2",1,0,0,0,0
"245","103527949","10454277",0,"2",1,0,0,0,0
"246","103527965","10536303",0,"3",1,0,0,0,0
"247","103527967","9008020",0,"1",1,0,0,0,0
"248","103528004","10337261",0,"1",0,1,0,0,1
"249","103528007","10223213",0,"2",1,0,0,0,0
"250","103528017","10360876",0,"3",0,1,3,0,4
"251","103528019","10360876",0,"3",1,0,0,0,0
"252","103528034","10514467",0,"3",0,2,0,0,2
"253","103528038","10458270",0,"3",0,1,0,0,1
"254","103528039","10402481",0,"3",0,2,1,0,3
"255","103528048","10280558",0,"1",1,0,0,0,0
"256","103528054","9005249",0,"2",1,0,0,0,0
"257","103528062","10475803",0,"3",1,0,0,0,0
"258","103528063","10446086",0,"2",1,0,0,0,0
"259","103528064","9014587",0,"1",1,0,0,0,0
"260","103528067","10291095",0,"1",1,0,0,0,0
"261","103528071","9013032",0,"3",0,1,0,0,1
"262","103528112","9406124",0,"3",0,1,0,0,1
"263","103528113","9009917",0,"3",1,0,0,0,0
"264","103528115","10203136",0,"3",0,1,0,0,1
"265","103528119","9013368",0,"3",0,1,0,0,1
"266","103528135","10365821",0,"2",0,1,2,0,3
"267","103528153","10454283",0,"2",1,0,0,0,0
"268","103528161","10384476",0,"1",1,0,0,0,0
"269","103528179","10454289",0,"1",1,0,0,0,0
"270","103528187","10393226",0,"2",1,0,0,0,0
"271","103528194","10536338",0,"3",1,0,0,0,0
"272","103528214","10536340",0,"2",0,1,2,0,3
"273","103528239","10405273",0,"1",1,0,0,0,0
"274","103528253","10306302",0,"2",1,0,0,0,0
"275","103528355","10522275",0,"2",1,0,0,0,0
"276","103528366","10396853",0,"2",1,0,0,0,0
"277","103528392","10536368",0,"3",0,3,2,0,5
"278","103528405","9004519",0,"2",1,0,0,0,0
"279","103528419","10500953",0,"2",1,0,0,0,0
"280","103528439","10261727",0,"2",1,0,0,0,0
"281","103528441","9056058",0,"3",1,0,0,0,0
"282","103528454","10388620",0,"2",1,0,0,0,0
"283","103528455","10402481",0,"3",1,0,0,0,0
"284","103528476","10508676",0,"2",0,2,2,0,4
"285","103528486","10383596",0,"2",0,3,2,1,6
"286","103528487","10383596",0,"2",1,0,0,0,0
"287","103528513","10266721",0,"2",0,3,0,0,3
"288","103528532","10221821",0,"2",0,1,1,1,3
"289","103528533","10221821",0,"2",1,0,0,0,0
"290","103528535","10201146",0,"2",0,2,1,1,4
"291","103528536","10201146",0,"2",1,0,0,0,0
"292","103528538","10484292",0,"2",0,1,1,1,3
"293","103528539","10484292",0,"2",0,1,0,0,1
"294","103528543","10399319",0,"1",0,1,3,0,4
"295","103528544","10399319",0,"1",0,1,0,0,1
"296","103528590","10503125",0,"1",1,0,0,0,0
"297","103528598","9009457",0,"2",1,0,0,0,0
"298","103528605","10296339",0,"1",0,1,0,0,1
"299","103528613","10364970",0,"2",1,0,0,0,0
"300","103528614","10505158",0,"2",1,0,0,0,0
"301","103528628","10230818",0,"1",1,0,0,0,0
"302","103528636","10356752",0,"1",1,0,0,0,0
"303","103528639","9004465",0,"1",1,0,0,0,0
"304","103528647","10359813",0,"3",0,1,0,0,1
"305","103528648","10229524",0,"1",1,0,0,0,0
"306","103528650","9011783",0,"3",0,0,2,0,2
"307","103528653","9011783",0,"3",1,0,0,0,0
"308","103528673","10506787",0,"1",1,0,0,0,0
"309","103528698","10485546",0,"2",1,0,0,0,0
"310","103528711","10417361",0,"3",0,1,1,0,2
"311","103528712","10389308",0,"1",1,0,0,0,0
"312","103528721","9086321",0,"2",0,0,2,0,2
"313","103528727","9016898",0,"3",0,1,0,0,1
"314","103528728","9005280",0,"2",1,0,0,0,0
"315","103528763","9016229",0,"2",1,0,0,0,0
"316","103528769","9005948",0,"3",1,0,0,0,0
"317","103528776","10215250",0,"2",1,0,0,0,0
"318","103528782","10386640",0,"3",0,1,0,0,1
"319","103528786","10489507",0,"1",0,1,0,0,1
"320","103528797","10453704",0,"1",1,0,0,0,0
"321","103528831","10456497",0,"1",0,1,0,0,1
"322","103528841","10527556",0,"2",0,1,0,0,1
"323","103528874","10403292",0,"1",1,0,0,0,0
"324","103528885","10402744",0,"3",1,0,0,0,0
"325","103528886","9000836",0,"3",0,2,1,0,3
"326","103528902","10536463",0,"2",0,1,0,0,1
"327","103528904","9057133",0,"2",0,2,1,0,3
"328","103528914","10536465",0,"2",1,0,0,0,0
"329","103528936","10380146",0,"3",0,1,1,0,2
"330","103528955","9011567",0,"3",1,0,0,0,0
"331","103528979","10536480",0,"1",1,0,0,0,0
"332","103529097","10335960",0,"2",0,2,1,0,3
"333","103529114","10536511",0,"1",1,0,0,0,0
"334","103529132","10431193",0,"3",1,0,0,0,0
"335","103529167","9007021",0,"3",1,0,0,0,0
"336","103529177","9413209",0,"3",1,0,0,0,0
"337","103529182","10303500",0,"2",1,0,0,0,0
"338","103529188","9051352",0,"3",0,1,0,0,1
"339","103529191","10402151",0,"3",0,0,1,0,1
"340","103529197","10357412",0,"2",1,0,0,0,0
"341","103529208","10536527",0,"1",1,0,0,0,0
"342","103529240","10219731",0,"2",0,1,0,0,1
"343","103529249","9390938",0,"1",1,0,0,0,0
"344","103529278","9051216",0,"3",0,3,0,0,3
"345","103529298","10461621",0,"2",0,0,1,0,1
"346","103529302","10488684",0,"2",1,0,0,0,0
"347","103529310","10329523",0,"2",0,1,0,0,1
"348","103529311","10278948",0,"2",1,0,0,0,0
"349","103529312","10483082",0,"2",1,0,0,0,0
"350","103529313","10422596",0,"1",1,0,0,0,0
"351","103529351","10215785",0,"2",0,0,1,0,1
"352","103529362","10327987",0,"3",0,2,1,0,3
"353","103529371","10438579",0,"3",1,0,0,0,0
"354","103529373","10527826",0,"2",0,2,1,0,3
"355","103529374","10476803",0,"3",1,0,0,0,0
"356","103529376","10497211",0,"3",1,0,0,0,0
"357","103529384","10446375",0,"2",1,0,0,0,0
"358","103529387","10432984",0,"2",1,0,0,0,0
"359","103529389","10494478",0,"3",0,2,0,0,2
"360","103529392","9001715",0,"3",1,0,0,0,0
"361","103529395","9009762",0,"3",1,0,0,0,0
"362","103529398","9393405",0,"2",0,0,1,0,1
"363","103529400","10504124",1,"2",0,1,0,0,1
"364","103529404","10471881",0,"1",0,2,0,0,2
"365","103529406","10477071",0,"2",1,0,0,0,0
"366","103529411","10348324",1,"2",0,1,0,0,1
"367","103529431","10309308",0,"1",1,0,0,0,0
"368","103529442","10224836",0,"1",1,0,0,0,0
"369","103529453","10398913",0,"1",1,0,0,0,0
"370","103529457","10252685",0,"3",1,0,0,0,0
"371","103529499","9017486",0,"3",0,1,0,0,1
"372","103529506","10438919",0,"3",0,3,0,0,3
"373","103529512","10531693",0,"3",0,1,4,2,7
"374","103529522","10437745",0,"3",0,1,0,0,1
"375","103529523","10531693",0,"3",1,0,0,0,0
"376","103529526","10481495",0,"3",0,2,2,1,5
"377","103529535","10481495",0,"3",1,0,0,0,0
"378","103529539","10202166",0,"3",0,2,0,0,2
"379","103529566","10293086",0,"1",0,0,1,2,3
"380","103529567","10476096",0,"3",0,4,1,1,6
"381","103529568","10293086",0,"1",1,0,0,0,0
"382","103529582","10475638",0,"2",0,3,2,0,5
"383","103529585","10476096",0,"3",0,2,0,0,2
"384","103529587","10475638",0,"2",1,0,0,0,0
"385","103529620","10385025",0,"1",0,2,1,0,3
"386","103529621","10385025",0,"1",0,2,0,0,2
"387","103529663","10528216",0,"3",1,0,0,0,0
"388","103529791","10536633",0,"1",1,0,0,0,0
"389","103529879","9042594",0,"2",1,0,0,0,0
"390","103529946","10525408",0,"2",1,0,0,0,0
"391","103529968","10274769",0,"2",1,0,0,0,0
"392","103529997","10482577",0,"2",1,0,0,0,0
"393","103529999","10528254",0,"2",0,3,1,0,4
"394","103530001","10518393",0,"2",1,0,0,0,0
"395","103530003","10514988",0,"3",1,0,0,0,0
"396","103530008","10497262",0,"2",0,0,1,0,1
"397","103530009","10389205",0,"2",0,2,0,0,2
"398","103530018","10367931",0,"2",1,0,0,0,0
"399","103530019","10465183",0,"2",1,0,0,0,0
"400","103530020","10524246",0,"2",0,1,1,0,2
"401","103530026","9002663",0,"3",1,0,0,0,0
"402","103530027","10463993",0,"3",0,1,2,0,3
"403","103530031","10402850",0,"3",0,2,1,0,3
"404","103530034","10439295",0,"3",0,3,0,0,3
"405","103530039","9011221",0,"2",1,0,0,0,0
"406","103530052","9012276",0,"2",0,2,0,0,2
"407","103530053","10430607",0,"1",1,0,0,0,0
"408","103530056","9424692",0,"1",1,0,0,0,0
"409","103530059","10496875",0,"2",1,0,0,0,0
"410","103530111","10536676",0,"3",1,0,0,0,0
"411","103530133","9016416",0,"3",1,0,0,0,0
"412","103530134","10259543",0,"2",1,0,0,0,0
"413","103530140","10245776",0,"2",0,2,0,0,2
"414","103530148","9009785",0,"3",0,1,0,0,1
"415","103530159","9051183",0,"3",0,2,0,0,2
"416","103530184","10499681",0,"3",1,0,0,0,0
"417","103530225","10361225",0,"3",1,0,0,0,0
"418","103530240","10300293",0,"2",1,0,0,0,0
"419","103530244","9004714",0,"2",0,1,0,0,1
"420","103530255","10294690",0,"3",0,1,2,0,3
"421","103530262","10488066",0,"2",0,1,0,0,1
"422","103530281","10378042",1,"2",1,0,0,0,0
"423","103530297","10520023",0,"2",0,0,1,0,1
"424","103530319","10386366",1,"3",0,0,1,0,1
"425","103530349","9009473",0,"2",1,0,0,0,0
"426","103530357","10536714",0,"3",0,0,1,0,1
"427","103530363","10486822",0,"2",0,0,2,0,2
"428","103530467","9014961",0,"2",0,2,1,0,3
"429","103530469","10394302",0,"2",0,0,1,0,1
"430","103530471","9008751",0,"3",1,0,0,0,0
"431","103530476","9050251",0,"2",1,0,0,0,0
"432","103530481","10536741",0,"3",1,0,0,0,0
"433","103530493","10440179",0,"3",0,2,2,0,4
"434","103530521","10536744",0,"3",0,1,0,0,1
"435","103530539","10460853",0,"2",1,0,0,0,0
"436","103530563","10228308",0,"2",1,0,0,0,0
"437","103530566","10386836",0,"2",1,0,0,0,0
"438","103530567","10464701",0,"2",0,3,0,0,3
"439","103530611","9016549",0,"1",1,0,0,0,0
"440","103530616","9046445",0,"2",1,0,0,0,0
"441","103530628","10251386",0,"1",1,0,0,0,0
"442","103530731","10474771",0,"1",1,0,0,0,0
"443","103530744","10511101",0,"2",1,0,0,0,0
"444","103530750","10416711",0,"3",0,1,0,0,1
"445","103530765","10387374",0,"3",0,3,0,0,3
"446","103530781","10427187",0,"3",0,1,0,0,1
"447","103530784","10511532",0,"2",0,0,1,0,1
"448","103530826","10536791",0,"2",1,0,0,0,0
"449","103530840","10524751",0,"2",0,1,0,0,1
"450","103530841","9404206",0,"3",1,0,0,0,0
"451","103530844","10536795",0,"1",1,0,0,0,0
"452","103530845","10452927",0,"2",0,0,2,0,2
"453","103530860","10536799",0,"1",1,0,0,0,0
"454","103530866","10452927",0,"2",1,0,0,0,0
"455","103530879","10536801",0,"1",1,0,0,0,0
"456","103530889","10443295",0,"3",0,0,2,0,2
"457","103530899","10443295",0,"3",1,0,0,0,0
"458","103530913","9007197",0,"3",1,0,0,0,0
"459","103530914","10396589",0,"3",1,0,0,0,0
"460","103530917","10351284",0,"1",1,0,0,0,0
"461","103530956","9053355",0,"3",0,1,0,0,1
"462","103530983","10408710",0,"3",0,1,0,0,1
"463","103530991","10433647",0,"1",1,0,0,0,0
"464","103531014","10189677",0,"1",1,0,0,0,0
"465","103531070","10220468",0,"2",1,0,0,0,0
"466","103531073","10459498",0,"2",1,0,0,0,0
"467","103531074","10323682",0,"2",1,0,0,0,0
"468","103531075","9000004",0,"2",1,0,0,0,0
"469","103531127","10469156",0,"2",1,0,0,0,0
"470","103531152","10536860",0,"3",1,0,0,0,0
"471","103531155","10536861",0,"3",1,0,0,0,0
"472","103531170","9401265",0,"2",0,1,0,0,1
"473","103531180","10381955",0,"2",0,1,1,0,2
"474","103531200","9017503",0,"2",0,1,0,0,1
"475","103531202","10248833",0,"2",1,0,0,0,0
"476","103531207","10520645",0,"2",1,0,0,0,0
"477","103531210","10500166",0,"1",1,0,0,0,0
"478","103531214","9000144",0,"3",0,1,0,0,1
"479","103531218","10437254",0,"3",0,2,0,0,2
"480","103531222","10461305",0,"3",0,3,1,0,4
"481","103531225","10528274",0,"2",0,2,0,0,2
"482","103531228","10491993",0,"1",1,0,0,0,0
"483","103531230","10514055",0,"3",1,0,0,0,0
"484","103531231","10525620",0,"3",1,0,0,0,0
"485","103531262","9000805",0,"3",0,1,0,0,1
"486","103531275","10347395",0,"2",1,0,0,0,0
"487","103531321","10356900",0,"2",1,0,0,0,0
"488","103531331","9008104",0,"3",0,1,0,0,1
"489","103531359","10527949",0,"3",0,0,3,0,3
"490","103531363","10527949",0,"3",1,0,0,0,0
"491","103531372","10491762",0,"2",1,0,0,0,0
"492","103531373","10494103",0,"1",0,1,0,0,1
"493","103531374","9090166",0,"3",0,1,2,0,3
"494","103531376","9090168",0,"3",0,1,0,0,1
"495","103531380","10526169",0,"1",0,0,0,1,1
"496","103531383","10526169",0,"1",1,0,0,0,0
"497","103531388","10213807",1,"2",1,0,0,0,0
"498","103531389","10433093",1,"2",1,0,0,0,0
"499","103531393","10455937",1,"2",1,0,0,0,0
"500","103531420","9015743",0,"2",0,4,0,0,4
"501","103531440","10290700",0,"3",1,0,0,0,0
"502","103531444","10482733",0,"2",1,0,0,0,0
"503","103531448","10389333",0,"3",0,0,1,0,1
"504","103531449","10389333",0,"3",1,0,0,0,0
"505","103531458","10536891",0,"1",0,1,3,0,4
"506","103531474","10300552",0,"3",0,3,0,0,3
"507","103531476","10426606",0,"3",0,3,3,3,9
"508","103531477","10483832",0,"3",0,1,4,1,6
"509","103531478","10536891",0,"1",1,0,0,0,0
"510","103531485","9047478",0,"3",0,5,3,0,8
"511","103531489","10390048",1,"2",1,0,0,0,0
"512","103531499","10339382",1,"2",0,0,1,0,1
"513","103531502","9404200",1,"2",1,0,0,0,0
"514","103531503","9001532",0,"3",0,0,1,0,1
"515","103531504","10388647",0,"2",0,0,1,0,1
"516","103531505","10212499",0,"2",0,0,1,0,1
"517","103531511","9012122",0,"2",0,1,0,0,1
"518","103531512","9015449",0,"3",0,1,1,0,2
"519","103531513","10295976",0,"2",0,1,0,0,1
"520","103531519","10407528",0,"1",1,0,0,0,0
"521","103531523","10240752",0,"1",1,0,0,0,0
"522","103531525","10358501",0,"1",1,0,0,0,0
"523","103531557","10424443",0,"2",0,1,0,0,1
"524","103531620","10315960",0,"1",1,0,0,0,0
"525","103531636","10469463",0,"3",0,1,0,0,1
"526","103531645","10262315",0,"2",0,1,1,0,2
"527","103531646","10311702",0,"3",1,0,0,0,0
"528","103531655","10334797",0,"2",0,2,0,0,2
"529","103531661","10405325",0,"3",0,2,4,0,6
"530","103531681","10405325",0,"3",0,1,0,0,1
"531","103531684","10536922",0,"2",1,0,0,0,0
"532","103531696","10536923",0,"2",0,3,1,0,4
"533","103531726","10492181",0,"2",1,0,0,0,0
"534","103531727","9011922",0,"1",1,0,0,0,0
"535","103531733","10195621",0,"3",0,1,3,0,4
