field_1,lat,long,input_address,estblishment in ent dist_IsEnt
9938,43.6552446,-79.414557,"610 COLLEGE ST , Toronto, ON, Canada",
9939,43.8240749,-79.2466845,"3615 MCNICOLL AVE , Toronto, ON, Canada",
9940,43.6628599,-79.4010365,"55 HARBORD ST , Toronto, ON, Canada",
9941,43.6462375,-79.4101836,"746 QUEEN ST W, Toronto, ON, Canada",
9942,43.6618962,-79.3374374,"1056 QUEEN ST E, Toronto, ON, Canada",
9943,43.7937566,-79.2393698,"5103 SHEPPARD AVE E, Toronto, ON, Canada",
9944,43.7309835,-79.2748907,"2310 EGLINTON AVE E, Toronto, ON, Canada",
9945,43.6812109,-79.3346294,"1104 DANFORTH AVE , Toronto, ON, Canada",
9946,43.7364126,-79.4205214,"2070 AVENUE RD , Toronto, ON, Canada",
9947,43.7337875,-79.3460057,"12 CLOCK TOWER RD , Toronto, ON, Canada",
9948,43.6456244,-79.3935287,"389 KING ST W, Toronto, ON, Canada",1
9949,43.6675342,-79.3851933,"5 ISABELLA ST , Toronto, ON, Canada",
9950,43.6463821,-79.4067778,"735 QUEEN ST W, Toronto, ON, Canada",
9951,43.6570217,-79.3993567,"415 SPADINA AVE , Toronto, ON, Canada",
9952,43.6459544,-79.3901497,"8 MERCER ST , Toronto, ON, Canada",1
9953,43.6441186,-79.4009632,"617 KING ST W, Toronto, ON, Canada",
9954,43.6737925,-79.2827866,"2328 QUEEN ST E, Toronto, ON, Canada",
9955,43.665025,-79.410602,"559 BLOOR ST W, Toronto, ON, Canada",
9956,43.6640054,-79.4170346,"688 BLOOR ST W, Toronto, ON, Canada",
9957,43.6512828,-79.397026,"229 SPADINA AVE , Toronto, ON, Canada",
9958,43.682116,-79.3304095,"1276 DANFORTH AVE , Toronto, ON, Canada",
9959,43.7000376,-79.4292572,"965 EGLINTON AVE W, Toronto, ON, Canada",
9960,43.7668728,-79.4119567,"5025 YONGE ST , Toronto, ON, Canada",
9961,43.7970548,-79.4194977,"6365 YONGE ST , Toronto, ON, Canada",
9962,43.6464432,-79.4073211,"751 QUEEN ST W, Toronto, ON, Canada",
9963,43.7044914,-79.3584734,"30 CANVARCO RD , Toronto, ON, Canada",
9964,43.6891729,-79.5331207,"35 TREHORNE DR , Toronto, ON, Canada",
9965,43.6670308,-79.3862029,"51 ST NICHOLAS ST , Toronto, ON, Canada",
9966,43.7873701,-79.2574528,"367 PITFIELD RD , Toronto, ON, Canada",
9967,43.6260035,-79.4773688,"84 MARINE PARADE DR , Toronto, ON, Canada",
9968,43.6620982,-79.3937002,"9 KINGS COLLEGE CRCL , Toronto, ON, Canada",
9969,43.7427033,-79.3109522,"1450 LAWRENCE AVE E, Toronto, ON, Canada",
9970,43.6767356,-79.3388062,"489 JONES AVE , Toronto, ON, Canada",
9971,43.76891,-79.370758,"69 PROVOST DR , Toronto, ON, Canada",
9972,43.6608871,-79.3937206,"1 KINGS COLLEGE CRCL , Toronto, ON, Canada",
9973,43.76828,-79.3703812,"101 ESTHER SHINER BLVD , Toronto, ON, Canada",
9974,43.7718201,-79.1870725,"283 MORNINGSIDE AVE , Toronto, ON, Canada",
9975,43.6497496,-79.3778704,"83 YONGE ST , Toronto, ON, Canada",
9976,43.6624916,-79.3343327,"1144 QUEEN ST E, Toronto, ON, Canada",
9977,43.6367864,-79.5205959,"69 SIX POINT RD , Toronto, ON, Canada",
9978,43.7754662,-79.4149038,"5418 YONGE ST , Toronto, ON, Canada",
9979,43.6530127,-79.3555575,"475 FRONT ST E, Toronto, ON, Canada",
9980,43.6458593,-79.3927528,"367 KING ST W, Toronto, ON, Canada",1
9981,43.6668093,-79.3985597,"119 ST GEORGE ST , Toronto, ON, Canada",
9982,43.6458987,-79.4100744,"839 QUEEN ST W, Toronto, ON, Canada",
9983,43.6492284,-79.4211337,"1151 DUNDAS ST W, Toronto, ON, Canada",
9984,43.6877611,-79.347831,"995 PAPE AVE , Toronto, ON, Canada",
9985,43.7068255,-79.3949623,"79 DUNFIELD AVE , Toronto, ON, Canada",
9986,43.649687,-79.4266875,"1332 DUNDAS ST W, Toronto, ON, Canada",
9987,43.6562823,-79.3621838,"420 QUEEN ST W, Toronto, ON, Canada",
9988,43.6823087,-79.4238304,"630 ST CLAIR AVE W, Toronto, ON, Canada",
9989,43.6631673,-79.4029775,"88 HARBORD ST , Toronto, ON, Canada",
9990,43.655478,-79.414277,"50 CLINTON ST , Toronto, ON, Canada",
9991,43.7071886,-79.3944016,"101 EGLINTON AVE E, Toronto, ON, Canada",
9992,43.7587022,-79.3579213,"100 LESMILL RD , Toronto, ON, Canada",
9993,43.640537,-79.3912629,"333 BREMNER BLVD , Toronto, ON, Canada",1
9994,43.6877448,-79.3051606,"2408 DANFORTH AVE , Toronto, ON, Canada",
9995,43.6759865,-79.4533218,"1474 ST CLAIR AVE W, Toronto, ON, Canada",
9996,43.6776619,-79.4956525,"901 JANE ST , Toronto, ON, Canada",
9997,43.6546346,-79.401892,"235 AUGUSTA AVE , Toronto, ON, Canada",
9998,43.647818,-79.4023038,"524 QUEEN ST W, Toronto, ON, Canada",
9999,43.6540356,-79.369466,"122 SHERBOURNE ST , Toronto, ON, Canada",
10000,43.718317,-79.429265,"3035 BATHURST ST , Toronto, ON, Canada",
10001,43.6564989,-79.4068054,"415 COLLEGE ST , Toronto, ON, Canada",
10002,43.7139473,-79.4000463,"2572 YONGE ST , Toronto, ON, Canada",
10003,43.7971246,-79.3920992,"3377 BAYVIEW AVE , Toronto, ON, Canada",
10004,43.6602286,-79.4798078,"520 ANNETTE ST , Toronto, ON, Canada",
10005,43.6638533,-79.4176645,"706 BLOOR ST W, Toronto, ON, Canada",
10006,43.6549701,-79.3865744,"183 DUNDAS ST W, Toronto, ON, Canada",
10007,43.6557418,-79.4564786,"1640 BLOOR ST W, Toronto, ON, Canada",
10008,43.6497081,-79.4838876,"2424 BLOOR ST W, Toronto, ON, Canada",
10009,43.6638882,-79.3798323,"445 CHURCH ST , Toronto, ON, Canada",
10010,43.6656109,-79.4719056,"3070 DUNDAS ST W, Toronto, ON, Canada",
10011,43.6656134,-79.4724566,"3080 DUNDAS ST W, Toronto, ON, Canada",
10012,43.6653953,-79.485198,"3419 DUNDAS ST W, Toronto, ON, Canada",
10013,43.6189959,-79.5502515,"80 THE EAST MALL  , Toronto, ON, Canada",
10014,43.7606435,-79.3276553,"1265 YORK MILLS RD , Toronto, ON, Canada",
10015,43.6079713,-79.5573057,"703 EVANS AVE , Toronto, ON, Canada",
10016,43.7610929,-79.2245981,"695 MARKHAM RD , Toronto, ON, Canada",
10017,43.6779089,-79.4440357,"1190 ST CLAIR AVE W, Toronto, ON, Canada",
10018,43.6907043,-79.4737446,"1993 KEELE ST , Toronto, ON, Canada",
10019,43.7837936,-79.2301956,"937 PROGRESS AVE , Toronto, ON, Canada",
10020,43.7719072,-79.1862777,"4528 KINGSTON RD , Toronto, ON, Canada",
10021,43.6434855,-79.3923045,"352 FRONT ST W, Toronto, ON, Canada",1
10022,43.7031157,-79.5881531,"137 CITY VIEW DR , Toronto, ON, Canada",
10023,43.7614401,-79.2794892,"1348 KENNEDY RD , Toronto, ON, Canada",
10024,43.6410858,-79.4350336,"1422 QUEEN ST W, Toronto, ON, Canada",
10025,43.6862918,-79.4382408,"337 OAKWOOD AVE , Toronto, ON, Canada",
10026,43.7757443,-79.3227773,"2904 SHEPPARD AVE E, Toronto, ON, Canada",
10027,43.6525734,-79.4335001,"1132 COLLEGE ST , Toronto, ON, Canada",
10028,43.6596184,-79.3969208,"40 ST GEORGE ST , Toronto, ON, Canada",
10029,43.7701941,-79.2799755,"24 PROGRESS AVE , Toronto, ON, Canada",
10030,43.6813532,-79.4284206,"760 ST CLAIR AVE W, Toronto, ON, Canada",
10031,43.8097098,-79.2939785,"200 SILVER STAR BLVD , Toronto, ON, Canada",
10032,43.6548433,-79.4149492,"623 COLLEGE ST , Toronto, ON, Canada",
10033,43.6653639,-79.3681704,"521 PARLIAMENT ST , Toronto, ON, Canada",
10034,43.6689534,-79.3041497,"1919 QUEEN ST E, Toronto, ON, Canada",
10035,43.6578541,-79.4876354,"383 JANE ST , Toronto, ON, Canada",
10036,43.6582,-79.4877672,"393 JANE ST , Toronto, ON, Canada",
10037,43.6675233,-79.3852413,"3 ISABELLA ST , Toronto, ON, Canada",
10038,43.6016854,-79.5017682,"2836 LAKE SHORE BLVD W, Toronto, ON, Canada",
10039,43.772806,-79.4134887,"5291 YONGE ST , Toronto, ON, Canada",
10040,43.6536138,-79.398664,"318 SPADINA AVE , Toronto, ON, Canada",
10041,43.6740474,-79.4614332,"1776 ST CLAIR AVE W, Toronto, ON, Canada",
10042,43.7002019,-79.3865311,"443 MOUNT PLEASANT RD , Toronto, ON, Canada",
10043,43.6692086,-79.481642,"2411 ST CLAIR AVE W, Toronto, ON, Canada",
10044,43.7744757,-79.2430735,"1840 ELLESMERE RD , Toronto, ON, Canada",
10045,43.645823,-79.4197953,"74 OSSINGTON AVE , Toronto, ON, Canada",
10046,43.7100583,-79.2934913,"3176 ST CLAIR AVE E, Toronto, ON, Canada",
10047,43.757865,-79.4659173,"180 RIMROCK RD , Toronto, ON, Canada",
10048,43.8278312,-79.2878121,"5005 STEELES AVE E, Toronto, ON, Canada",
10049,43.6551924,-79.4146178,"612 COLLEGE ST , Toronto, ON, Canada",
10050,43.6617277,-79.4273143,"926 BLOOR ST W, Toronto, ON, Canada",
10051,43.6543345,-79.4222314,"825 COLLEGE ST , Toronto, ON, Canada",
10052,43.7828873,-79.170782,"297 OLD KINGSTON RD , Toronto, ON, Canada",
10053,43.6765135,-79.3583034,"110 DANFORTH AVE , Toronto, ON, Canada",
10054,43.6609798,-79.3664136,"365 PARLIAMENT ST , Toronto, ON, Canada",
10055,43.6450643,-79.5205382,"3321 BLOOR ST W, Toronto, ON, Canada",
10056,43.6530546,-79.3985008,"294 SPADINA AVE , Toronto, ON, Canada",
10057,43.7062833,-79.3756412,"1612 BAYVIEW AVE , Toronto, ON, Canada",
10058,43.6496172,-79.424082,"1242 DUNDAS ST W, Toronto, ON, Canada",
10059,43.7022867,-79.5231386,"2097 WESTON RD , Toronto, ON, Canada",
10060,43.662576,-79.3671207,"419 PARLIAMENT ST , Toronto, ON, Canada",
10061,43.657749,-79.4876547,"379 JANE ST , Toronto, ON, Canada",
10062,43.7063302,-79.3756047,"1614 BAYVIEW AVE , Toronto, ON, Canada",
10063,43.6791858,-79.4381726,"1028 ST CLAIR AVE W, Toronto, ON, Canada",
10064,43.6772213,-79.3529116,"355 DANFORTH AVE , Toronto, ON, Canada",
10065,43.7206817,-79.537436,"2831 WESTON RD , Toronto, ON, Canada",
10066,43.6692265,-79.4391499,"229 GEARY AVE , Toronto, ON, Canada",
10067,43.7066683,-79.3893064,"711 MOUNT PLEASANT RD , Toronto, ON, Canada",
10068,43.7367468,-79.5653384,"2626 ISLINGTON AVE , Toronto, ON, Canada",
10069,43.6741352,-79.4335814,"1183 DAVENPORT RD , Toronto, ON, Canada",
10070,43.6786442,-79.4429414,"1695 DUFFERIN ST , Toronto, ON, Canada",
10071,43.7096606,-79.2495462,"2448 KINGSTON RD , Toronto, ON, Canada",
10072,43.7005564,-79.5179266,"1942 WESTON RD , Toronto, ON, Canada",
10073,43.7618734,-79.340135,"20 KAREN RD , Toronto, ON, Canada",
10074,43.7745155,-79.2427843,"1850 ELLESMERE RD , Toronto, ON, Canada",
10075,43.7615642,-79.2795375,"1352 KENNEDY RD , Toronto, ON, Canada",
10076,43.679675,-79.3405118,"843 DANFORTH AVE , Toronto, ON, Canada",
10077,43.7609618,-79.2271241,"666 MARKHAM RD , Toronto, ON, Canada",
10078,43.6497424,-79.3785375,"100 YONGE ST , Toronto, ON, Canada",
10079,43.6463476,-79.4432764,"221 SORAUREN AVE , Toronto, ON, Canada",
10080,43.6873851,-79.3959042,"49 ST CLAIR AVE W, Toronto, ON, Canada",
10081,43.670267,-79.3897067,"1221 BAY ST , Toronto, ON, Canada",
10082,43.687347,-79.57917,"91 KELFIELD ST , Toronto, ON, Canada",
10083,43.6546735,-79.4018946,"237 AUGUSTA AVE , Toronto, ON, Canada",
10084,43.6519931,-79.4067119,"761 DUNDAS ST W, Toronto, ON, Canada",
10085,43.653828,-79.3541614,"500 FRONT ST E, Toronto, ON, Canada",
10086,43.6532251,-79.3985972,"300 SPADINA AVE , Toronto, ON, Canada",
10087,43.6496222,-79.4840325,"2428 BLOOR ST W, Toronto, ON, Canada",
10088,43.6661833,-79.4846387,"3400 DUNDAS ST W, Toronto, ON, Canada",
10089,43.6375845,-79.5574042,"302 THE EAST MALL  , Toronto, ON, Canada",
10090,43.6541714,-79.4015556,"213 AUGUSTA AVE , Toronto, ON, Canada",
10091,43.6738422,-79.4948968,"816 JANE ST , Toronto, ON, Canada",
10092,43.6652128,-79.4659255,"228 MAVETY ST , Toronto, ON, Canada",
10093,43.6249307,-79.5582202,"185 THE WEST MALL  , Toronto, ON, Canada",
10094,43.6704223,-79.3946262,"153 YORKVILLE AVE , Toronto, ON, Canada",
10095,43.6595461,-79.3477866,"768 QUEEN ST W, Toronto, ON, Canada",
10096,43.6557259,-79.3922614,"166 MC CAUL ST , Toronto, ON, Canada",
10097,43.6420141,-79.4023427,"52 BATHURST ST , Toronto, ON, Canada",
10098,43.6507016,-79.3783046,"115 YONGE ST , Toronto, ON, Canada",
10099,43.699093,-79.4598217,"1290 CASTLEFIELD AVE , Toronto, ON, Canada",
10100,43.7249179,-79.4671532,"200 BRIDGELAND AVE , Toronto, ON, Canada",
10101,43.6557771,-79.4026824,"254 AUGUSTA AVE , Toronto, ON, Canada",
10102,43.6582991,-79.4424949,"1285 BLOOR ST W, Toronto, ON, Canada",
10103,43.6568094,-79.3993002,"407 SPADINA AVE , Toronto, ON, Canada",
10104,43.6784306,-79.345873,"609 DANFORTH AVE , Toronto, ON, Canada",
10105,43.7706731,-79.2790032,"8 WILLIAM KITCHEN RD , Toronto, ON, Canada",
10106,43.6664285,-79.3167542,"1612 QUEEN ST W, Toronto, ON, Canada",
10107,43.7181347,-79.4291471,"3023 BATHURST ST , Toronto, ON, Canada",
10108,43.6366509,-79.4056993,"219 FORT YORK BLVD , Toronto, ON, Canada",
10109,43.6540515,-79.4009193,"56 KENSINGTON AVE , Toronto, ON, Canada",
10110,43.7287149,-79.4029972,"3233 YONGE ST , Toronto, ON, Canada",
10111,43.744256,-79.6046253,"1770 ALBION RD , Toronto, ON, Canada",
10112,43.6942807,-79.4937619,"120 INDUSTRY ST , Toronto, ON, Canada",
10113,43.6782796,-79.3902389,"1094 YONGE ST , Toronto, ON, Canada",
10114,43.7527308,-79.2765254,"1158 KENNEDY RD , Toronto, ON, Canada",
10115,43.6499271,-79.4330602,"1532 DUNDAS ST W, Toronto, ON, Canada",
10116,43.6542782,-79.4630432,"1844 BLOOR ST W, Toronto, ON, Canada",
10117,43.7985247,-79.4104032,"1087 LILLIAN ST , Toronto, ON, Canada",
10118,43.651556,-79.4089757,"823 DUNDAS ST W, Toronto, ON, Canada",
10119,43.6497067,-79.4353505,"1613 DUNDAS ST W, Toronto, ON, Canada",
10120,43.7593926,-79.5620009,"68 MILLWICK DR , Toronto, ON, Canada",
10121,43.6484167,-79.4206503,"184 OSSINGTON AVE , Toronto, ON, Canada",
10122,43.7160165,-79.2623492,"3537 ST CLAIR AVE E, Toronto, ON, Canada",
10123,43.7080941,-79.2504752,"2386 KINGSTON RD , Toronto, ON, Canada",
10124,43.6576921,-79.4026617,"324 COLLEGE ST , Toronto, ON, Canada",
10125,43.7580373,-79.2911143,"1510 BIRCHMOUNT RD , Toronto, ON, Canada",
10126,43.6781538,-79.3481877,"523 DANFORTH AVE , Toronto, ON, Canada",
10127,43.774176,-79.322024,"2573 VICTORIA PARK AVE , Toronto, ON, Canada",
10128,43.6655581,-79.3847071,"575 YONGE ST , Toronto, ON, Canada",
10129,43.7605182,-79.5582339,"190 TORYORK DR , Toronto, ON, Canada",
10130,43.6271541,-79.5273503,"16 JUTLAND RD , Toronto, ON, Canada",
10131,43.6998035,-79.2977423,"94 HALSEY AVE , Toronto, ON, Canada",
10132,43.742688,-79.30866,"1732 LAWRENCE AVE E, Toronto, ON, Canada",
10133,43.6951386,-79.4501525,"2346 DUFFERIN ST , Toronto, ON, Canada",
10134,43.682855,-79.32658,"1444 DANFORTH AVE , Toronto, ON, Canada",
10135,43.6630546,-79.3316068,"1192 QUEEN ST E, Toronto, ON, Canada",
10136,43.6780488,-79.3147736,"1801 GERRARD ST E, Toronto, ON, Canada",
10137,43.7371544,-79.4358912,"312 WILSON AVE , Toronto, ON, Canada",
10138,43.660284,-79.3774717,"96 GERRARD ST E, Toronto, ON, Canada",
10139,43.6602278,-79.3778829,"86 GERRARD ST E, Toronto, ON, Canada",
10140,43.664923,-79.3851073,"6 WELLESLEY ST W, Toronto, ON, Canada",
10141,43.6622875,-79.35845,"175 RIVER ST , Toronto, ON, Canada",
10142,43.7714329,-79.2528315,"1579 ELLESMERE RD , Toronto, ON, Canada",
10143,43.6497766,-79.3617812,"39 PARLIAMENT ST , Toronto, ON, Canada",
10144,43.6391345,-79.385908,"264 QUEENS QUAY  W, Toronto, ON, Canada",
10145,43.6661321,-79.4644767,"399 KEELE ST , Toronto, ON, Canada",
10146,43.6460292,-79.3843979,"40 UNIVERSITY AVE , Toronto, ON, Canada",1
10147,43.6752276,-79.3887787,"1 BAXTER ST , Toronto, ON, Canada",
10148,43.6608422,-79.3422008,"916 QUEEN ST E, Toronto, ON, Canada",
10149,43.674132,-79.4593613,"1703 ST CLAIR AVE W, Toronto, ON, Canada",
10150,43.6511104,-79.4750905,"2197 BLOOR ST W, Toronto, ON, Canada",
10151,43.6004971,-79.5059133,"2961 LAKE SHORE BLVD W, Toronto, ON, Canada",
10152,43.5961664,-79.526965,"3376 LAKE SHORE BLVD W, Toronto, ON, Canada",
10153,43.638913,-79.4284723,"1228 KING ST W, Toronto, ON, Canada",
10154,43.6015399,-79.5024626,"2854 LAKE SHORE BLVD W, Toronto, ON, Canada",
10155,43.5995655,-79.5101583,"3063 LAKE SHORE BLVD W, Toronto, ON, Canada",
10156,43.7622093,-79.1832451,"151 MORNINGSIDE AVE , Toronto, ON, Canada",
10157,43.8239402,-79.2480989,"3580 MCNICOLL AVE , Toronto, ON, Canada",
10158,43.6497752,-79.4361283,"1631 DUNDAS ST W, Toronto, ON, Canada",
10159,43.5979812,-79.5179827,"3155 LAKE SHORE BLVD W, Toronto, ON, Canada",
10160,43.6833884,-79.3241584,"1554 DANFORTH AVE , Toronto, ON, Canada",
10161,43.7480046,-79.3841515,"311 YORK MILLS RD , Toronto, ON, Canada",
10162,43.7784777,-79.4149908,"5529 YONGE ST , Toronto, ON, Canada",
10163,43.6590839,-79.3494034,"722 QUEEN ST E, Toronto, ON, Canada",
10164,43.7224738,-79.3351307,"1200 EGLINTON AVE E, Toronto, ON, Canada",
10165,43.6909824,-79.3149228,"1169 WOODBINE AVE , Toronto, ON, Canada",
10166,43.6876686,-79.4241018,"224 VAUGHAN RD , Toronto, ON, Canada",
10167,43.6403905,-79.438237,"1500 QUEEN ST W, Toronto, ON, Canada",
10168,43.8057534,-79.292568,"100 SILVER STAR BLVD , Toronto, ON, Canada",
10169,43.6449021,-79.3969369,"485 KING ST W, Toronto, ON, Canada",
10170,43.7458857,-79.2953045,"1156 WARDEN AVE , Toronto, ON, Canada",
10171,43.6661177,-79.3937945,"78 QUEEN'S PARK  , Toronto, ON, Canada",
10172,43.7439503,-79.219828,"210 MARKHAM RD , Toronto, ON, Canada",
10173,43.6624826,-79.4238902,"840 BLOOR ST W, Toronto, ON, Canada",
10174,43.6749646,-79.405548,"215 MADISON AVE , Toronto, ON, Canada",
10175,43.758692,-79.2888673,"1515 BIRCHMOUNT RD , Toronto, ON, Canada",
10176,43.6697846,-79.4830297,"825 RUNNYMEDE RD , Toronto, ON, Canada",
10177,43.6047127,-79.5072803,"222 ISLINGTON AVE , Toronto, ON, Canada",
10178,43.6563387,-79.3786812,"60 DUNDAS ST E, Toronto, ON, Canada",
10179,43.5939558,-79.5348074,"3599 LAKE SHORE BLVD W, Toronto, ON, Canada",
10180,43.7289958,-79.4324172,"3500 BATHURST ST , Toronto, ON, Canada",
10181,43.7749756,-79.3339085,"2111 SHEPPARD AVE E, Toronto, ON, Canada",
10182,43.6567575,-79.3750376,"151 DUNDAS ST E, Toronto, ON, Canada",
10183,43.6566355,-79.375361,"155 DUNDAS ST E, Toronto, ON, Canada",
10184,43.7073218,-79.3755372,"1657 BAYVIEW AVE , Toronto, ON, Canada",
10185,43.6346455,-79.3971577,"4 EIREANN QUAY  , Toronto, ON, Canada",
10186,43.6524679,-79.4335973,"1136 COLLEGE ST , Toronto, ON, Canada",
10187,43.6542877,-79.3991225,"8 ST ANDREW ST , Toronto, ON, Canada",
10188,43.6638775,-79.3283789,"1298 QUEEN ST E, Toronto, ON, Canada",
10189,43.606778,-79.5281997,"324 HORNER AVE , Toronto, ON, Canada",
10190,43.677638,-79.3500979,"463 DANFORTH AVE , Toronto, ON, Canada",
10191,43.6500966,-79.4816588,"2366 BLOOR ST W, Toronto, ON, Canada",
10192,43.7813056,-79.4156587,"5649 YONGE ST , Toronto, ON, Canada",
10193,43.6510114,-79.3684537,"243 KING ST E, Toronto, ON, Canada",
10194,43.665764,-79.4088284,"442 BLOOR ST W, Toronto, ON, Canada",
10195,43.7339505,-79.4194585,"1943 AVENUE RD , Toronto, ON, Canada",
10196,43.7029887,-79.2970455,"466 DAWES RD , Toronto, ON, Canada",
10197,43.7046944,-79.5044539,"1742 JANE ST , Toronto, ON, Canada",
10198,43.6559016,-79.3637686,"368 QUEEN ST E, Toronto, ON, Canada",
10199,43.6146251,-79.4890891,"2416 LAKE SHORE BLVD W, Toronto, ON, Canada",
10200,43.6583384,-79.4533142,"2413 DUNDAS ST W, Toronto, ON, Canada",
10201,43.6493896,-79.4262962,"1321 DUNDAS ST W, Toronto, ON, Canada",
10202,43.6759539,-79.3584181,"751 BROADVIEW AVE , Toronto, ON, Canada",
10203,43.7035302,-79.374591,"1500 BAYVIEW AVE , Toronto, ON, Canada",
10204,43.6436378,-79.3910816,"330 FRONT ST W, Toronto, ON, Canada",1
10205,43.7427001,-79.3095629,"1805 VICTORIA PARK AVE , Toronto, ON, Canada",
10206,43.764157,-79.4119192,"4914 YONGE ST , Toronto, ON, Canada",
10207,43.6623554,-79.424445,"860 BLOOR ST W, Toronto, ON, Canada",
10208,43.6583762,-79.365735,"272 PARLIAMENT ST , Toronto, ON, Canada",
10209,43.7978734,-79.2331454,"70 MAMMOTH HALL TRL , Toronto, ON, Canada",
10210,43.7763332,-79.4143985,"5423 YONGE ST , Toronto, ON, Canada",
10211,43.7774069,-79.4146197,"5453 YONGE ST , Toronto, ON, Canada",
10212,43.8316604,-79.265571,"5661 STEELES AVE E, Toronto, ON, Canada",
10213,43.7769451,-79.2314514,"1201 MARKHAM RD , Toronto, ON, Canada",
10214,43.7366246,-79.2486906,"2690 EGLINTON AVE E, Toronto, ON, Canada",
10215,43.6477089,-79.3954762,"141 SPADINA AVE , Toronto, ON, Canada",1
10216,43.6553021,-79.4147079,"614 COLLEGE ST , Toronto, ON, Canada",
10217,43.6677846,-79.3697286,"582 PARLIAMENT ST , Toronto, ON, Canada",
10218,43.6588209,-79.4399888,"1211 BLOOR ST W, Toronto, ON, Canada",
10219,43.6647274,-79.3741719,"410 SHERBOURNE ST , Toronto, ON, Canada",
10220,43.6552619,-79.4141425,"598 COLLEGE ST , Toronto, ON, Canada",
10221,43.6524166,-79.4322912,"1111 COLLEGE ST , Toronto, ON, Canada",
10222,43.80304,-79.3413035,"451 MCNICOLL AVE , Toronto, ON, Canada",
10223,43.645509,-79.3908575,"31 MERCER ST , Toronto, ON, Canada",1
10224,43.7025194,-79.3973443,"4 MANOR RD E, Toronto, ON, Canada",
10225,43.7052954,-79.3853152,"240 MANOR RD E, Toronto, ON, Canada",
10226,43.6658422,-79.3519276,"598 GERRARD ST E, Toronto, ON, Canada",
10227,43.6598291,-79.3803686,"40 GERRARD ST E, Toronto, ON, Canada",
10228,43.683729,-79.3231178,"1606 DANFORTH AVE , Toronto, ON, Canada",
10229,43.6723684,-79.3206801,"1471 GERRARD ST E, Toronto, ON, Canada",
10230,43.6013783,-79.5013698,"2835 LAKE SHORE BLVD W, Toronto, ON, Canada",
10231,43.7601303,-79.565334,"111 MILLWICK DR , Toronto, ON, Canada",
10232,43.6744914,-79.4596458,"1724 ST CLAIR AVE W, Toronto, ON, Canada",
10233,43.6743067,-79.4607145,"1750 ST CLAIR AVE W, Toronto, ON, Canada",
10234,43.6480776,-79.3741854,"55 FRONT ST W, Toronto, ON, Canada",
10235,43.6551207,-79.4020943,"253 AUGUSTA AVE , Toronto, ON, Canada",
10236,43.6821848,-79.3301141,"1290 DANFORTH AVE , Toronto, ON, Canada",
10237,43.7641852,-79.4106916,"7 SPRING GARDEN AVE , Toronto, ON, Canada",
10238,43.5985186,-79.5440576,"256 BROWNS LINE , Toronto, ON, Canada",
10239,43.7211189,-79.4558297,"3275 DUFFERIN ST , Toronto, ON, Canada",
10240,43.6547831,-79.3689947,"226 QUEEN ST W, Toronto, ON, Canada",
10241,43.6967059,-79.4464455,"1708 EGLINTON AVE W, Toronto, ON, Canada",
10242,43.7833781,-79.2038746,"2876 ELLESMERE RD , Toronto, ON, Canada",
10243,43.6725243,-79.4016131,"225 ST GEORGE ST , Toronto, ON, Canada",
10244,43.7588623,-79.3095787,"117 ELLESMERE RD , Toronto, ON, Canada",
10245,43.6499344,-79.4377331,"1691 DUNDAS ST W, Toronto, ON, Canada",
10246,43.6527728,-79.4327542,"740 DUFFERIN ST , Toronto, ON, Canada",
10247,43.6568221,-79.4067635,"414 COLLEGE ST , Toronto, ON, Canada",
10248,43.7490982,-79.3119485,"1943 VICTORIA PARK AVE , Toronto, ON, Canada",
10249,43.7978932,-79.1489478,"6742 KINGSTON RD , Toronto, ON, Canada",
10250,43.647128,-79.396451,"7 CAMDEN ST , Toronto, ON, Canada",
10251,43.6874213,-79.4898127,"1161 WESTON RD , Toronto, ON, Canada",
10252,43.6898772,-79.4756606,"2637 EGLINTON AVE W, Toronto, ON, Canada",
10253,43.6877301,-79.5963803,"262 CARLINGVIEW DR , Toronto, ON, Canada",
10254,43.787925,-79.2648344,"4501 SHEPPARD AVE E, Toronto, ON, Canada",
10255,43.7696423,-79.4137935,"8 PARK HOME AVE , Toronto, ON, Canada",
10256,43.7658675,-79.4006902,"142 WILLOWDALE AVE , Toronto, ON, Canada",
10257,43.791649,-79.418456,"6123 YONGE ST , Toronto, ON, Canada",
10258,43.7698997,-79.4135053,"5170 YONGE ST , Toronto, ON, Canada",
10259,43.6985016,-79.4062593,"866 AVENUE RD , Toronto, ON, Canada",
10260,43.657976,-79.401749,"300 COLLEGE ST , Toronto, ON, Canada",
10261,43.6689644,-79.3374416,"1020 GERRARD ST E, Toronto, ON, Canada",
10262,43.6548333,-79.3872572,"197 DUNDAS ST W, Toronto, ON, Canada",
10263,43.6502768,-79.3588561,"15 TANK HOUSE LANE , Toronto, ON, Canada",
10264,43.6675136,-79.36912,"587 PARLIAMENT ST , Toronto, ON, Canada",
10265,43.6568037,-79.4070959,"426 COLLEGE ST , Toronto, ON, Canada",
10266,43.6496361,-79.4332365,"1541 DUNDAS ST W, Toronto, ON, Canada",
10267,43.6363392,-79.5284843,"339 OLIVEWOOD RD , Toronto, ON, Canada",
10268,43.688467,-79.393801,"2 ST CLAIR AVE E, Toronto, ON, Canada",
10269,43.6609796,-79.429441,"983 BLOOR ST W, Toronto, ON, Canada",
10270,43.6586602,-79.3499838,"705 QUEEN ST E, Toronto, ON, Canada",
