"","ESTABLISHMENT_ID","IsED","Inspection","Minor","Significant","Crucial","Total"
"1","10185207",0,4,0,0,0,0
"2","10185216",0,6,2,1,1,4
"3","10185464",0,1,1,0,0,1
"4","10185511",0,6,3,3,0,6
"5","10185533",0,4,0,0,0,0
"6","10185562",0,9,10,15,1,26
"7","10185572",0,3,4,2,0,6
"8","10185696",0,4,4,0,0,4
"9","10186202",0,5,1,0,0,1
"10","10186209",0,3,0,0,0,0
"11","10186218",0,2,0,0,0,0
"12","10186365",0,1,0,0,0,0
"13","10186467",0,1,0,0,0,0
"14","10186502",0,3,0,0,0,0
"15","10186546",0,5,5,3,1,9
"16","10186651",0,1,0,1,0,1
"17","10186689",0,7,1,3,0,4
"18","10186695",0,3,1,1,1,3
"19","10186737",0,1,0,0,0,0
"20","10186738",0,4,3,3,0,6
"21","10186811",0,3,2,6,0,8
"22","10186867",0,4,0,0,0,0
"23","10186892",0,3,0,0,0,0
"24","10187087",0,4,1,1,0,2
"25","10187303",0,8,2,2,1,5
"26","10187408",0,2,0,1,0,1
"27","10187419",0,1,0,0,0,0
"28","10187444",0,4,0,0,0,0
"29","10187448",0,3,1,1,1,3
"30","10187502",0,1,0,0,0,0
"31","10187555",0,2,0,0,0,0
"32","10187658",0,5,0,0,0,0
"33","10187687",0,3,1,0,0,1
"34","10187696",0,1,0,0,0,0
"35","10187739",0,1,0,0,0,0
"36","10187740",0,1,0,0,0,0
"37","10187754",0,7,6,2,1,9
"38","10187860",0,5,0,0,0,0
"39","10187946",0,5,7,7,0,14
"40","10187987",0,3,7,1,0,8
"41","10188034",0,1,0,0,0,0
"42","10188062",0,4,1,1,0,2
"43","10188112",0,2,0,0,0,0
"44","10188157",0,8,2,0,0,2
"45","10188196",0,4,4,1,0,5
"46","10188233",0,6,0,0,0,0
"47","10188398",0,4,0,1,0,1
"48","10188415",0,4,0,0,0,0
"49","10188474",0,4,0,0,0,0
"50","10188481",0,4,5,3,1,9
"51","10188739",0,6,3,0,0,3
"52","10188945",0,3,3,0,0,3
"53","10188976",0,3,1,3,2,6
"54","10189021",0,2,0,0,0,0
"55","10189064",0,1,0,0,0,0
"56","10189075",0,4,0,1,0,1
"57","10189077",0,4,0,1,0,1
"58","10189129",0,4,3,0,0,3
"59","10189141",0,2,0,0,0,0
"60","10189144",0,4,5,0,0,5
"61","10189204",0,6,0,0,0,0
"62","10189358",0,3,0,0,0,0
"63","10189369",0,6,8,16,3,27
"64","10189395",0,3,0,0,0,0
"65","10189403",0,2,1,1,0,2
"66","10189406",0,3,0,0,0,0
"67","10189677",0,2,0,0,0,0
"68","10189697",0,6,4,3,0,7
"69","10189706",0,3,0,0,0,0
"70","10189830",0,6,3,0,0,3
"71","10189834",0,4,2,0,0,2
"72","10189919",0,5,5,3,0,8
"73","10190054",0,5,10,3,1,14
"74","10190076",0,4,0,0,0,0
"75","10190082",0,2,1,0,0,1
"76","10190118",0,6,7,2,0,9
"77","10190119",0,1,0,0,0,0
"78","10190126",0,2,0,0,0,0
"79","10190139",0,5,3,5,0,8
"80","10190156",0,6,5,1,0,6
"81","10190260",0,4,0,0,0,0
"82","10190274",0,3,3,0,0,3
"83","10190346",0,5,1,5,0,6
"84","10190483",0,4,1,0,0,1
"85","10190577",0,3,1,0,0,1
"86","10190601",0,2,2,2,0,4
"87","10190625",0,3,0,0,0,0
"88","10190737",0,3,0,0,0,0
"89","10190751",0,4,0,0,0,0
"90","10190775",0,2,0,0,0,0
"91","10190827",0,4,1,1,0,2
"92","10190876",0,2,0,1,0,1
"93","10190956",0,4,0,0,0,0
"94","10191241",0,4,0,0,0,0
"95","10191243",0,4,1,1,0,2
"96","10191335",0,5,2,1,0,3
"97","10191362",0,4,2,1,0,3
"98","10191372",0,9,10,6,1,17
"99","10191496",0,4,4,1,0,5
"100","10191594",0,6,1,0,0,1
"101","10191748",0,7,16,2,0,18
"102","10191813",0,3,1,3,0,4
"103","10191833",0,8,21,26,6,53
"104","10191924",0,10,9,7,2,18
"105","10191928",0,4,0,3,0,3
"106","10192004",1,4,3,0,0,3
"107","10192032",0,2,2,0,0,2
"108","10192053",0,1,0,0,0,0
"109","10192185",0,3,0,0,0,0
"110","10192200",0,4,1,0,0,1
"111","10192229",0,4,0,0,0,0
"112","10192244",0,1,0,0,0,0
"113","10192250",0,7,5,14,2,21
"114","10192258",0,5,1,0,0,1
"115","10192263",0,5,1,0,0,1
"116","10192302",0,6,0,0,0,0
"117","10192475",0,1,0,0,0,0
"118","10192486",0,3,1,0,0,1
"119","10192599",0,4,10,4,0,14
"120","10192638",0,3,1,1,0,2
"121","10192639",0,5,7,1,2,10
"122","10192723",0,2,1,0,0,1
"123","10192856",0,1,0,0,0,0
"124","10192883",0,5,5,1,0,6
"125","10192936",0,1,0,0,0,0
"126","10193153",0,5,4,1,0,5
"127","10193279",0,1,0,0,0,0
"128","10193570",0,1,0,0,0,0
"129","10193576",0,3,3,2,0,5
"130","10193647",0,3,1,0,0,1
"131","10193663",0,4,2,2,0,4
"132","10193708",0,2,0,0,0,0
"133","10193778",0,2,0,0,0,0
"134","10193782",0,6,3,0,0,3
"135","10193788",0,3,1,0,0,1
"136","10193869",0,4,1,0,0,1
"137","10193878",0,1,2,0,0,2
"138","10193989",0,3,3,1,0,4
"139","10194058",0,3,0,0,0,0
"140","10194075",0,4,3,0,0,3
"141","10194183",0,6,3,8,1,12
"142","10194565",0,1,0,0,0,0
"143","10194661",0,4,5,2,0,7
"144","10194806",0,2,0,2,0,2
"145","10194838",0,7,10,10,1,21
"146","10194895",0,3,3,3,0,6
"147","10194913",0,1,0,0,0,0
"148","10194934",0,2,1,1,0,2
"149","10194951",0,3,1,0,0,1
"150","10195080",0,6,3,2,0,5
"151","10195176",0,4,0,0,0,0
"152","10195291",0,3,0,3,0,3
"153","10195295",0,2,0,0,0,0
"154","10195379",0,7,9,8,2,19
"155","10195621",0,7,14,8,0,22
"156","10196103",0,5,2,1,0,3
"157","10196553",1,4,5,4,0,9
"158","10196816",0,2,0,0,0,0
"159","10196948",0,2,1,0,0,1
"160","10197086",0,4,0,0,0,0
"161","10197139",0,1,0,0,0,0
"162","10197432",0,6,5,5,0,10
"163","10197485",0,2,1,0,0,1
"164","10197515",0,5,2,5,0,7
"165","10197538",0,4,6,2,0,8
"166","10197554",0,4,3,0,0,3
"167","10197595",0,4,4,3,0,7
"168","10197785",0,4,1,2,0,3
"169","10197857",0,3,0,3,0,3
"170","10197889",0,1,2,2,0,4
"171","10197977",0,1,0,1,0,1
"172","10198116",0,3,1,0,0,1
"173","10198133",0,3,0,0,0,0
"174","10198320",0,1,0,2,0,2
"175","10198346",0,4,0,0,0,0
"176","10198644",0,3,0,0,0,0
"177","10198651",0,3,3,2,0,5
"178","10198753",0,4,6,2,0,8
"179","10198926",0,3,0,0,0,0
"180","10198989",0,3,3,0,0,3
"181","10198992",0,5,0,0,0,0
"182","10199013",0,4,0,1,0,1
"183","10199075",0,1,0,0,0,0
"184","10199087",0,3,0,0,0,0
"185","10199335",0,4,0,0,0,0
"186","10199369",0,4,1,0,0,1
"187","10199450",0,5,6,13,0,19
"188","10199468",0,4,3,0,0,3
"189","10199628",0,6,6,3,0,9
"190","10199658",0,4,3,1,0,4
"191","10199780",0,4,5,2,0,7
"192","10199804",0,3,1,0,0,1
"193","10199858",0,5,6,4,0,10
"194","10200113",0,1,0,0,0,0
"195","10200138",0,10,19,8,2,29
"196","10200157",0,1,0,0,0,0
"197","10200390",0,2,0,0,0,0
"198","10200453",0,4,1,1,0,2
"199","10200465",0,2,0,0,0,0
"200","10200570",0,6,0,2,0,2
"201","10200627",0,4,5,5,0,10
"202","10200814",0,3,2,0,0,2
"203","10200987",0,4,0,0,0,0
"204","10201118",0,5,0,2,0,2
"205","10201146",0,6,3,1,3,7
"206","10201164",0,4,0,0,0,0
"207","10201197",0,1,1,0,0,1
"208","10201229",0,4,0,0,0,0
"209","10201272",0,3,0,0,0,0
"210","10201429",0,1,1,0,0,1
"211","10201470",0,4,0,0,0,0
"212","10201481",0,2,3,5,0,8
"213","10201525",0,3,0,0,0,0
"214","10201707",0,4,1,0,0,1
"215","10201722",0,1,0,0,0,0
"216","10201943",0,5,3,2,0,5
"217","10201963",0,5,4,1,0,5
"218","10202166",0,6,3,3,0,6
"219","10202321",0,4,4,0,0,4
"220","10202519",0,1,0,0,0,0
"221","10202709",0,6,4,1,1,6
"222","10202730",0,1,0,0,0,0
"223","10202748",0,4,6,2,0,8
"224","10202834",0,4,0,2,0,2
"225","10202851",0,5,1,0,0,1
"226","10203136",0,5,3,0,0,3
"227","10203312",0,4,2,2,0,4
"228","10203480",0,2,0,0,0,0
"229","10203580",0,1,0,0,0,0
"230","10203813",0,5,3,0,0,3
"231","10203876",0,3,6,5,0,11
"232","10204321",0,7,1,3,0,4
"233","10204662",0,7,16,4,0,20
"234","10204686",0,1,0,1,0,1
"235","10204974",0,5,9,9,2,20
"236","10205302",0,4,0,0,0,0
"237","10205315",0,1,0,0,0,0
"238","10205381",0,2,0,0,0,0
"239","10205427",0,1,0,0,0,0
"240","10205494",0,4,0,0,0,0
"241","10205558",0,4,0,0,0,0
"242","10205581",0,3,2,0,0,2
"243","10205717",0,2,0,0,0,0
"244","10205719",0,3,1,2,0,3
"245","10205952",0,4,4,0,0,4
"246","10206294",0,4,2,1,0,3
"247","10206386",0,2,3,0,0,3
"248","10206419",0,4,4,3,0,7
"249","10206620",0,2,1,2,0,3
"250","10206653",0,4,0,1,0,1
"251","10206784",0,1,0,0,0,0
"252","10206825",0,7,10,5,1,16
"253","10206938",0,4,1,4,0,5
"254","10207015",0,3,0,0,0,0
"255","10207020",0,7,11,9,2,22
"256","10207031",0,3,0,0,0,0
"257","10207076",0,5,0,0,0,0
"258","10207093",0,9,16,17,0,33
"259","10207132",0,3,4,1,0,5
"260","10207140",0,2,1,0,0,1
"261","10207323",0,4,2,4,0,6
"262","10207491",0,4,3,3,0,6
"263","10207546",0,4,2,1,0,3
"264","10207593",0,5,2,0,0,2
"265","10207655",0,2,3,0,0,3
"266","10207714",0,2,1,1,0,2
"267","10207745",0,3,1,1,0,2
"268","10207773",0,4,1,0,0,1
"269","10207814",0,3,0,0,0,0
"270","10207969",0,4,0,0,0,0
"271","10207999",0,6,7,3,1,11
"272","10208063",0,7,8,9,1,18
"273","10208094",0,4,0,1,0,1
"274","10208225",0,4,0,0,0,0
"275","10208368",0,6,14,1,1,16
"276","10208537",0,3,0,0,0,0
"277","10208599",0,4,1,0,0,1
"278","10208806",0,4,0,0,0,0
"279","10208916",0,4,0,0,0,0
"280","10208951",0,3,0,0,0,0
"281","10208976",0,2,0,0,0,0
"282","10209046",0,3,0,0,0,0
"283","10209134",0,8,19,14,2,35
"284","10209161",0,5,2,0,0,2
"285","10209243",0,1,0,0,0,0
"286","10209257",0,2,0,0,0,0
"287","10209320",0,6,4,3,0,7
"288","10209392",0,4,1,0,0,1
"289","10209424",0,1,0,1,0,1
"290","10209440",0,4,5,1,0,6
"291","10209496",0,5,2,1,0,3
"292","10209498",0,4,2,1,0,3
"293","10209733",0,5,2,0,0,2
"294","10209743",0,2,0,1,0,1
"295","10210939",1,4,0,0,0,0
"296","10211247",0,4,1,0,0,1
"297","10211314",0,5,4,1,0,5
"298","10211387",0,3,2,0,0,2
"299","10211457",0,5,4,2,0,6
"300","10211463",0,4,1,1,0,2
"301","10211509",0,3,1,1,0,2
"302","10211713",0,6,6,2,1,9
"303","10211754",0,4,6,2,0,8
"304","10211882",0,1,0,0,0,0
"305","10212091",0,2,0,1,0,1
"306","10212104",0,3,1,1,0,2
"307","10212159",0,3,0,2,0,2
"308","10212227",0,1,0,1,0,1
"309","10212263",0,5,5,0,0,5
"310","10212343",0,2,0,0,0,0
"311","10212368",0,5,0,0,0,0
"312","10212382",0,6,8,2,0,10
"313","10212499",0,5,4,4,0,8
"314","10212558",0,4,6,3,0,9
"315","10212709",0,2,0,0,0,0
"316","10212722",0,2,0,0,0,0
"317","10212741",0,3,0,0,0,0
"318","10212768",0,4,2,0,0,2
"319","10212926",0,4,3,0,0,3
"320","10212935",0,5,1,1,0,2
"321","10212962",0,11,8,16,2,26
"322","10212976",0,7,5,8,2,15
"323","10212998",0,2,0,0,0,0
"324","10213033",0,1,2,0,0,2
"325","10213099",0,3,0,0,0,0
"326","10213168",0,1,0,0,0,0
"327","10213308",0,2,2,0,0,2
"328","10213322",0,2,0,1,0,1
"329","10213357",0,5,3,2,1,6
"330","10213376",0,1,0,0,0,0
"331","10213405",0,5,7,4,0,11
"332","10213507",0,4,1,0,0,1
"333","10213686",0,2,0,0,0,0
"334","10213755",0,9,13,17,2,32
"335","10213807",1,5,1,0,0,1
"336","10213829",0,5,0,0,0,0
"337","10213985",0,8,16,12,0,28
"338","10214008",0,2,0,0,0,0
"339","10214011",0,3,3,0,0,3
"340","10214041",0,1,0,0,0,0
"341","10214143",0,4,4,0,0,4
"342","10214206",0,4,0,0,0,0
"343","10214364",1,10,11,4,0,15
"344","10214410",0,4,7,4,1,12
"345","10214422",0,1,0,0,0,0
"346","10214513",0,3,1,0,0,1
"347","10214579",0,4,3,1,0,4
"348","10214812",0,2,0,0,0,0
"349","10214840",0,8,16,11,1,28
"350","10214857",0,3,2,2,0,4
"351","10214960",0,2,2,0,0,2
"352","10215067",0,1,0,0,0,0
"353","10215250",0,5,5,0,0,5
"354","10215351",0,3,2,1,0,3
"355","10215392",0,3,3,3,0,6
"356","10215467",0,7,1,0,0,1
"357","10215499",0,7,9,4,1,14
"358","10215547",0,1,0,0,0,0
"359","10215626",0,4,0,0,0,0
"360","10215634",0,4,0,0,0,0
"361","10215659",0,3,5,0,0,5
"362","10215665",0,2,0,0,0,0
"363","10215681",0,1,0,0,0,0
"364","10215690",0,6,0,1,0,1
"365","10215693",0,3,3,8,0,11
"366","10215712",0,3,2,0,0,2
"367","10215781",0,6,1,2,0,3
"368","10215785",0,6,2,1,0,3
"369","10215799",0,6,0,0,0,0
"370","10215829",0,4,4,2,0,6
"371","10215880",0,5,0,0,0,0
"372","10215912",0,4,0,1,0,1
"373","10215916",0,4,2,0,0,2
"374","10215949",0,2,0,0,0,0
"375","10216239",0,4,3,0,0,3
"376","10216240",0,2,0,0,0,0
"377","10216355",0,2,0,0,0,0
"378","10216420",0,1,0,0,0,0
"379","10216422",0,2,0,0,0,0
"380","10216424",0,2,0,0,0,0
"381","10216452",0,3,0,0,0,0
"382","10216497",0,3,5,0,0,5
"383","10216636",1,3,0,0,0,0
"384","10216660",0,5,5,8,1,14
"385","10216738",0,7,15,3,0,18
"386","10216758",0,1,0,0,0,0
"387","10216772",0,1,0,0,0,0
"388","10216936",0,4,0,1,0,1
"389","10216943",0,6,3,1,0,4
"390","10216979",0,4,2,0,0,2
"391","10217036",0,5,0,0,0,0
"392","10217062",0,4,1,0,0,1
"393","10217432",0,6,7,1,0,8
"394","10217504",0,4,0,0,0,0
"395","10217505",0,4,0,0,0,0
"396","10217513",0,3,2,4,0,6
"397","10217563",0,2,0,0,0,0
"398","10217849",0,5,8,7,0,15
"399","10217926",0,3,1,0,0,1
"400","10217951",0,7,8,1,0,9
"401","10218156",0,6,1,0,0,1
"402","10218650",0,4,1,0,0,1
"403","10218746",0,1,0,0,0,0
"404","10218788",0,1,0,0,0,0
"405","10218891",1,5,0,1,0,1
"406","10218906",0,7,0,4,2,6
"407","10218912",0,1,0,0,0,0
"408","10218984",0,3,0,0,0,0
"409","10218993",0,1,0,0,0,0
"410","10218994",0,1,2,0,0,2
"411","10218995",0,2,0,0,0,0
"412","10218996",0,2,0,1,0,1
"413","10219267",0,7,2,5,0,7
"414","10219301",0,4,0,0,0,0
"415","10219571",0,6,6,2,2,10
"416","10219713",0,1,0,0,0,0
"417","10219731",0,4,2,2,0,4
"418","10219742",0,1,0,0,0,0
"419","10219759",0,2,0,0,0,0
"420","10219778",0,6,4,4,2,10
"421","10219788",0,2,0,1,0,1
"422","10219837",0,1,0,0,0,0
"423","10219882",0,4,1,1,0,2
"424","10219974",0,4,2,0,0,2
"425","10220292",0,4,11,3,0,14
"426","10220331",0,4,1,1,0,2
"427","10220411",0,4,0,0,0,0
"428","10220437",0,2,2,1,0,3
"429","10220451",0,3,0,0,0,0
"430","10220458",0,4,1,0,0,1
"431","10220462",0,4,0,0,0,0
"432","10220468",0,4,0,0,0,0
"433","10220481",0,3,0,0,0,0
"434","10220526",0,4,2,0,0,2
"435","10220528",0,4,0,0,0,0
"436","10220738",0,2,3,0,0,3
"437","10220785",0,3,0,0,0,0
"438","10220907",0,2,1,1,0,2
"439","10220923",0,4,0,0,0,0
"440","10221024",0,6,8,3,0,11
"441","10221035",0,4,0,0,0,0
"442","10221093",0,1,0,0,0,0
"443","10221127",0,4,0,0,0,0
"444","10221144",0,3,4,0,0,4
"445","10221157",0,3,1,0,0,1
"446","10221161",0,3,0,0,0,0
"447","10221251",0,1,0,0,0,0
"448","10221395",0,3,1,1,0,2
"449","10221407",0,4,0,0,0,0
"450","10221802",0,2,0,0,0,0
"451","10221821",0,7,7,3,1,11
"452","10221827",0,6,3,3,0,6
"453","10221874",0,1,0,0,0,0
"454","10221912",0,2,0,0,0,0
"455","10222129",0,2,0,0,0,0
"456","10222135",0,1,1,0,0,1
"457","10222138",0,3,0,0,0,0
"458","10222170",0,2,4,0,0,4
"459","10222208",0,6,9,1,0,10
"460","10222229",0,5,3,1,0,4
"461","10222372",0,6,5,4,0,9
"462","10222470",0,1,0,0,0,0
"463","10222572",0,5,4,5,1,10
"464","10222574",0,4,4,1,0,5
"465","10222575",0,7,12,4,0,16
"466","10222641",0,4,7,1,0,8
"467","10222653",0,6,10,7,1,18
"468","10222711",0,6,12,3,0,15
"469","10222731",0,6,0,1,0,1
"470","10222750",0,3,1,0,0,1
"471","10222751",0,2,1,1,0,2
"472","10222820",0,2,1,1,0,2
"473","10222894",0,7,8,1,0,9
"474","10223015",0,5,0,4,0,4
"475","10223090",0,4,3,0,0,3
"476","10223119",0,5,6,6,1,13
"477","10223167",0,5,6,3,0,9
"478","10223213",0,8,6,2,0,8
"479","10223230",0,3,1,0,0,1
"480","10223243",0,5,1,2,0,3
"481","10223264",0,6,6,4,2,12
"482","10223362",0,6,8,2,0,10
"483","10223370",0,3,1,1,0,2
"484","10223402",0,2,0,0,0,0
"485","10223423",0,1,0,0,0,0
"486","10223590",0,2,2,0,0,2
"487","10223653",0,4,0,1,1,2
"488","10223665",1,2,0,0,0,0
"489","10223678",0,2,0,0,0,0
"490","10223839",0,5,1,0,0,1
"491","10223866",0,4,4,2,0,6
"492","10223895",0,4,1,0,0,1
"493","10223926",0,2,0,0,0,0
"494","10223954",0,6,5,5,1,11
"495","10223998",0,1,0,0,0,0
"496","10224018",0,1,0,0,0,0
"497","10224065",0,1,0,0,0,0
"498","10224073",0,3,3,0,0,3
"499","10224205",0,3,0,1,0,1
"500","10224212",0,5,11,3,0,14
"501","10224222",0,5,6,9,1,16
"502","10224226",0,1,3,1,0,4
"503","10224258",0,4,4,3,1,8
"504","10224359",0,3,4,2,0,6
"505","10224534",0,1,0,0,0,0
"506","10224560",0,3,0,0,0,0
"507","10224568",0,1,0,0,0,0
"508","10224679",0,5,5,6,0,11
"509","10224691",0,3,0,0,0,0
"510","10224752",0,5,2,1,0,3
"511","10224836",0,2,0,0,0,0
"512","10224872",0,1,2,0,0,2
"513","10225093",0,2,0,0,0,0
"514","10225095",0,2,0,0,0,0
"515","10225109",0,4,3,3,0,6
"516","10225168",0,4,5,0,0,5
"517","10225546",0,4,3,1,0,4
"518","10225617",0,2,0,0,0,0
"519","10225707",0,3,1,0,0,1
"520","10225725",0,5,1,1,0,2
"521","10225856",0,6,6,7,0,13
"522","10225915",0,1,1,1,0,2
"523","10226024",0,2,0,0,0,0
"524","10226138",1,5,1,3,0,4
"525","10226190",0,2,0,1,0,1
"526","10226270",0,1,0,0,0,0
"527","10226288",0,3,2,1,0,3
"528","10226466",0,5,7,1,0,8
"529","10226468",0,5,13,0,0,13
"530","10226530",0,3,1,0,0,1
"531","10226863",0,2,0,0,0,0
"532","10227082",0,6,2,0,0,2
"533","10227087",0,4,0,0,0,0
"534","10227695",0,3,3,1,0,4
"535","10227743",0,4,1,0,0,1
"536","10227837",0,2,1,1,0,2
"537","10228019",0,1,0,1,0,1
"538","10228057",0,6,8,1,0,9
"539","10228103",0,6,0,0,0,0
"540","10228308",0,5,0,0,0,0
"541","10228312",0,4,0,0,0,0
"542","10228322",0,4,0,0,0,0
"543","10228351",0,1,0,0,0,0
"544","10228424",0,1,0,0,0,0
"545","10228520",0,4,1,0,0,1
"546","10228529",0,5,3,0,0,3
"547","10228566",0,6,0,0,0,0
"548","10228610",0,4,0,0,0,0
"549","10228616",0,3,0,0,0,0
"550","10228697",0,3,6,1,0,7
"551","10228718",0,1,0,0,0,0
"552","10228779",0,3,1,0,0,1
"553","10229005",0,1,0,0,0,0
"554","10229072",0,2,0,0,0,0
"555","10229088",0,4,3,2,0,5
"556","10229115",0,5,0,0,0,0
"557","10229125",0,3,0,0,0,0
"558","10229342",0,4,8,3,0,11
"559","10229359",0,2,1,0,0,1
"560","10229366",0,8,8,7,0,15
"561","10229524",0,2,0,0,0,0
"562","10229556",0,5,1,0,0,1
"563","10229586",0,4,0,0,0,0
"564","10229795",0,2,0,3,0,3
"565","10229802",0,4,0,0,0,0
"566","10229814",0,5,3,1,0,4
"567","10229880",0,6,8,4,0,12
"568","10229964",0,5,5,0,0,5
"569","10230100",0,4,9,0,0,9
"570","10230146",0,2,2,3,0,5
"571","10230181",0,5,5,6,2,13
"572","10230246",0,2,0,0,0,0
"573","10230265",0,4,0,1,0,1
"574","10230273",0,2,0,0,0,0
"575","10230318",0,3,0,0,0,0
"576","10230375",0,5,0,2,1,3
"577","10230387",0,5,2,1,0,3
"578","10230432",0,3,1,1,0,2
"579","10230437",0,7,10,7,0,17
"580","10230451",0,5,0,0,0,0
"581","10230603",0,4,0,0,0,0
"582","10230608",0,6,2,0,0,2
"583","10230727",0,3,4,0,0,4
"584","10230818",0,1,0,0,0,0
"585","10230836",0,4,2,0,0,2
"586","10230934",0,4,3,1,0,4
"587","10230985",0,6,8,1,1,10
"588","10231048",0,3,5,1,0,6
"589","10231396",0,4,9,6,0,15
"590","10231398",0,3,2,0,0,2
"591","10231464",0,4,2,0,0,2
"592","10231630",0,9,8,6,3,17
"593","10231850",0,2,0,0,0,0
"594","10232005",0,3,0,2,0,2
"595","10232374",0,4,0,0,0,0
"596","10232442",0,1,0,0,0,0
"597","10232468",0,7,14,10,2,26
"598","10232742",0,8,6,3,0,9
"599","10232743",0,4,0,0,0,0
"600","10232745",0,3,0,0,0,0
"601","10232746",0,3,1,0,0,1
"602","10232749",0,4,0,0,0,0
"603","10232801",0,5,3,1,0,4
"604","10232806",0,4,0,0,0,0
"605","10232925",0,6,9,5,0,14
"606","10232999",0,3,3,2,0,5
"607","10233087",0,4,0,0,0,0
"608","10233122",0,6,6,8,2,16
"609","10233231",0,5,5,0,0,5
"610","10233242",0,4,0,1,0,1
"611","10233249",0,2,5,0,0,5
"612","10233253",0,4,5,0,0,5
"613","10233333",0,6,2,2,0,4
"614","10233727",0,5,1,1,0,2
"615","10233736",0,3,1,2,0,3
"616","10233752",0,1,0,0,0,0
"617","10233795",0,1,0,0,0,0
"618","10233921",0,2,1,0,0,1
"619","10233929",0,1,0,0,0,0
"620","10234239",0,4,1,0,0,1
"621","10234248",0,6,12,2,0,14
"622","10234391",0,5,5,2,0,7
"623","10234526",0,3,4,0,0,4
"624","10234625",0,1,0,0,0,0
"625","10234846",0,5,2,1,0,3
"626","10234911",0,4,3,2,0,5
"627","10234927",0,13,16,16,5,37
"628","10235027",0,4,7,1,0,8
"629","10235058",0,1,0,0,0,0
"630","10235081",0,1,0,0,0,0
"631","10235116",0,1,1,0,0,1
"632","10235144",0,5,4,1,0,5
"633","10235145",0,4,0,0,0,0
"634","10235147",0,1,0,0,0,0
"635","10235149",0,4,2,1,0,3
"636","10235216",0,1,0,0,0,0
"637","10235222",0,1,0,0,0,0
"638","10237250",0,1,0,1,0,1
"639","10237329",0,2,0,0,0,0
"640","10237380",0,5,4,3,0,7
"641","10237537",0,2,0,0,0,0
"642","10237603",0,1,1,1,0,2
"643","10237619",0,9,3,6,0,9
"644","10237690",0,4,1,0,0,1
"645","10237695",0,2,1,1,0,2
"646","10237729",0,5,6,1,1,8
"647","10238048",0,3,4,1,0,5
"648","10238050",0,2,0,0,0,0
"649","10238164",0,2,1,0,0,1
"650","10238366",0,6,11,3,0,14
"651","10238367",0,3,1,0,0,1
"652","10238394",0,7,6,1,1,8
"653","10238540",0,7,8,4,0,12
"654","10238551",0,1,2,0,0,2
"655","10238770",0,4,0,0,0,0
"656","10239031",0,3,0,0,0,0
"657","10239236",0,7,8,1,0,9
"658","10239415",0,4,0,0,0,0
"659","10239591",0,5,0,0,0,0
"660","10239689",0,2,0,0,0,0
"661","10240035",0,2,0,0,0,0
"662","10240178",0,1,0,0,0,0
"663","10240189",0,4,1,3,0,4
"664","10240382",0,8,10,5,1,16
"665","10240418",0,2,1,0,0,1
"666","10240508",0,4,2,1,0,3
"667","10240583",0,4,1,1,0,2
"668","10240752",0,2,0,0,0,0
"669","10241115",0,1,0,0,0,0
"670","10241147",0,4,1,1,0,2
"671","10241151",0,1,0,1,0,1
"672","10241498",0,3,1,0,0,1
"673","10241642",0,3,2,0,0,2
"674","10242059",0,3,1,0,0,1
"675","10242395",0,2,2,2,0,4
"676","10242672",0,3,9,2,0,11
"677","10243258",0,2,0,0,0,0
"678","10243591",0,8,13,5,0,18
"679","10244019",0,3,0,0,0,0
"680","10244072",0,1,0,0,0,0
"681","10244653",0,3,2,2,0,4
"682","10244661",0,6,4,2,1,7
"683","10245283",0,1,0,0,0,0
"684","10245430",0,4,0,0,0,0
"685","10245442",0,5,9,1,1,11
"686","10245519",0,7,6,6,1,13
"687","10245610",0,5,6,9,0,15
"688","10245776",0,5,11,0,0,11
"689","10245839",1,6,0,3,0,3
"690","10245844",0,3,5,2,0,7
"691","10245948",0,1,0,0,0,0
"692","10246078",0,1,0,1,0,1
"693","10246095",0,2,0,0,0,0
"694","10246274",0,5,3,4,0,7
"695","10246285",0,1,0,0,0,0
"696","10246288",0,2,0,0,0,0
"697","10246461",1,5,0,1,0,1
"698","10246470",1,12,19,12,7,38
"699","10246476",0,5,1,0,0,1
"700","10246519",0,5,1,0,0,1
"701","10247022",0,8,8,6,1,15
"702","10247212",0,4,0,0,0,0
"703","10247393",0,2,0,0,0,0
"704","10247422",0,4,4,0,0,4
"705","10247455",0,5,5,3,0,8
"706","10247459",0,5,2,3,0,5
"707","10247464",0,3,2,1,0,3
"708","10247479",0,4,4,2,0,6
"709","10247583",0,2,2,0,0,2
"710","10247630",0,1,0,0,0,0
"711","10247641",0,5,0,0,0,0
"712","10247839",0,4,0,0,0,0
"713","10247888",0,3,5,0,0,5
"714","10247898",0,1,0,3,0,3
"715","10247945",0,6,6,4,0,10
"716","10247993",0,3,0,0,0,0
"717","10247994",0,2,0,0,0,0
"718","10248191",0,2,0,0,0,0
"719","10248195",0,5,4,2,2,8
"720","10248328",0,4,3,3,0,6
"721","10248392",0,4,0,1,0,1
"722","10248415",0,3,0,2,0,2
"723","10248437",0,4,0,1,1,2
"724","10248464",0,1,1,0,0,1
"725","10248620",0,3,0,0,0,0
"726","10248700",0,1,0,0,0,0
"727","10248833",0,3,0,0,0,0
"728","10248891",0,2,0,0,0,0
"729","10248904",0,3,2,1,0,3
"730","10248977",0,5,6,2,0,8
"731","10249045",0,3,0,0,0,0
"732","10249082",0,6,0,0,0,0
"733","10249271",0,1,0,0,0,0
"734","10249412",0,3,1,0,0,1
