"","ESTABLISHMENT_ID","IsED","Inspection","Minor","Significant","Crucial","Total"
"9055","10552002",0,5,7,6,0,13
"9056","10552050",0,3,1,0,0,1
"9057","10552051",0,7,6,6,0,12
"9058","10552129",0,4,1,0,0,1
"9059","10552186",0,1,0,0,0,0
"9060","10552205",0,4,2,1,0,3
"9061","10552223",0,3,0,0,0,0
"9062","10552237",0,3,0,0,0,0
"9063","10552323",0,1,0,0,0,0
"9064","10552339",0,3,3,4,0,7
"9065","10552380",0,4,6,6,2,14
"9066","10552411",0,2,0,0,0,0
"9067","10552412",0,2,6,1,0,7
"9068","10552421",0,2,0,0,0,0
"9069","10552435",0,6,1,3,0,4
"9070","10552442",0,3,0,1,0,1
"9071","10552455",0,5,5,1,0,6
"9072","10552461",0,3,0,0,0,0
"9073","10552462",0,3,0,4,0,4
"9074","10552466",0,3,2,2,0,4
"9075","10552470",0,3,1,1,0,2
"9076","10552507",0,7,3,11,0,14
"9077","10552541",0,1,0,0,0,0
"9078","10552565",0,3,4,0,0,4
"9079","10552578",0,7,4,7,4,15
"9080","10552587",0,4,2,3,0,5
"9081","10552629",0,8,3,10,5,18
"9082","10552674",0,3,0,0,0,0
"9083","10552692",0,1,0,0,0,0
"9084","10552696",0,3,0,0,0,0
"9085","10552709",0,4,4,6,0,10
"9086","10552714",0,3,0,0,0,0
"9087","10552716",0,3,0,0,0,0
"9088","10552719",0,2,0,0,0,0
"9089","10552839",0,3,0,0,0,0
"9090","10552843",0,4,3,3,0,6
"9091","10552847",0,4,0,1,0,1
"9092","10552856",0,2,0,0,0,0
"9093","10552864",0,5,6,2,0,8
"9094","10552877",0,3,3,0,0,3
"9095","10552887",0,1,0,0,0,0
"9096","10552906",0,3,0,3,0,3
"9097","10552910",0,2,1,1,0,2
"9098","10552956",0,6,8,8,1,17
"9099","10552970",0,3,0,2,0,2
"9100","10552994",0,1,0,0,0,0
"9101","10552995",0,3,3,1,0,4
"9102","10553049",0,3,0,2,0,2
"9103","10553100",0,3,1,0,0,1
"9104","10553190",0,2,1,0,0,1
"9105","10553194",0,5,2,4,1,7
"9106","10553213",0,4,5,3,0,8
"9107","10553215",0,2,3,0,0,3
"9108","10553245",0,2,0,0,0,0
"9109","10553317",0,5,1,5,0,6
"9110","10553351",0,2,0,2,0,2
"9111","10553377",0,3,0,0,0,0
"9112","10553397",0,3,0,0,0,0
"9113","10553404",0,3,1,1,0,2
"9114","10553416",0,5,1,3,0,4
"9115","10553433",0,2,1,0,0,1
"9116","10553454",0,3,2,2,2,6
"9117","10553456",0,3,0,0,0,0
"9118","10553458",0,4,5,2,1,8
"9119","10553462",0,4,6,0,0,6
"9120","10553478",0,4,1,1,0,2
"9121","10553505",0,2,1,1,0,2
"9122","10553551",0,8,17,10,1,28
"9123","10553702",0,6,9,2,0,11
"9124","10553801",0,3,0,0,0,0
"9125","10553843",0,2,0,0,0,0
"9126","10553868",0,5,3,5,0,8
"9127","10553891",0,3,2,0,0,2
"9128","10553921",0,6,6,1,0,7
"9129","10553922",0,3,1,0,0,1
"9130","10553928",0,6,1,1,0,2
"9131","10553944",0,2,1,0,0,1
"9132","10553965",0,4,0,0,0,0
"9133","10553979",0,4,4,3,0,7
"9134","10553981",0,3,0,0,0,0
"9135","10553982",0,1,0,0,0,0
"9136","10553983",0,3,0,0,0,0
"9137","10553995",0,3,0,1,0,1
"9138","10554003",0,4,0,1,0,1
"9139","10554006",0,1,0,0,0,0
"9140","10554013",0,3,0,0,0,0
"9141","10554014",0,1,0,0,0,0
"9142","10554017",0,1,0,0,0,0
"9143","10554019",0,4,2,1,0,3
"9144","10554021",0,4,1,0,0,1
"9145","10554029",0,1,0,0,0,0
"9146","10554045",0,2,0,1,0,1
"9147","10554097",0,2,0,0,0,0
"9148","10554103",0,7,5,6,0,11
"9149","10554107",0,4,1,2,0,3
"9150","10554118",0,4,4,3,0,7
"9151","10554124",0,4,1,0,0,1
"9152","10554208",0,4,0,1,0,1
"9153","10554212",0,4,6,2,0,8
"9154","10554322",0,2,0,0,0,0
"9155","10554331",0,2,0,0,0,0
"9156","10554347",0,5,4,0,0,4
"9157","10554349",0,4,2,0,0,2
"9158","10554354",0,3,0,0,0,0
"9159","10554356",0,7,1,3,0,4
"9160","10554369",0,3,5,2,0,7
"9161","10554377",0,4,7,1,0,8
"9162","10554390",0,2,1,3,0,4
"9163","10554420",0,4,0,1,0,1
"9164","10554435",0,7,4,6,0,10
"9165","10554441",0,3,0,0,0,0
"9166","10554443",0,3,0,0,0,0
"9167","10554445",0,1,0,0,0,0
"9168","10554446",0,3,0,4,0,4
"9169","10554447",0,4,0,0,0,0
"9170","10554457",0,4,10,2,0,12
"9171","10554458",0,4,0,1,0,1
"9172","10554463",0,3,1,1,0,2
"9173","10554467",0,3,0,0,0,0
"9174","10554468",0,1,0,0,0,0
"9175","10554469",0,2,0,0,0,0
"9176","10554484",0,3,1,0,0,1
"9177","10554492",0,3,0,0,0,0
"9178","10554495",0,5,1,1,0,2
"9179","10554502",0,2,1,3,1,5
"9180","10554503",0,1,0,0,0,0
"9181","10554507",0,4,1,1,0,2
"9182","10554520",0,1,0,0,0,0
"9183","10554525",0,3,0,0,0,0
"9184","10554532",0,1,1,0,0,1
"9185","10554540",0,3,1,3,0,4
"9186","10554561",0,2,0,0,0,0
"9187","10554595",0,3,1,2,1,4
"9188","10554602",0,4,0,0,0,0
"9189","10554606",0,8,8,12,1,21
"9190","10554609",0,3,0,0,0,0
"9191","10554621",0,5,2,5,0,7
"9192","10554630",0,5,9,3,0,12
"9193","10554703",0,4,1,2,0,3
"9194","10554794",0,4,0,0,0,0
"9195","10554799",0,4,2,4,0,6
"9196","10554809",0,5,0,1,0,1
"9197","10554822",0,5,0,0,0,0
"9198","10554838",0,2,1,3,0,4
"9199","10554840",0,3,2,0,0,2
"9200","10554883",0,3,1,4,0,5
"9201","10554891",0,4,1,3,0,4
"9202","10554892",0,4,0,0,0,0
"9203","10554919",0,3,0,0,0,0
"9204","10554960",0,3,2,0,0,2
"9205","10554968",0,4,8,4,0,12
"9206","10554971",0,4,3,4,0,7
"9207","10554976",0,4,0,0,0,0
"9208","10554978",0,3,1,6,0,7
"9209","10555009",0,5,0,0,0,0
"9210","10555065",0,5,6,4,0,10
"9211","10555067",1,3,0,0,0,0
"9212","10555068",0,5,2,0,0,2
"9213","10555088",0,4,2,5,0,7
"9214","10555102",0,2,0,0,0,0
"9215","10555103",0,3,0,2,0,2
"9216","10555104",0,3,1,0,0,1
"9217","10555108",0,1,0,0,0,0
"9218","10555110",0,3,0,1,0,1
"9219","10555120",0,5,12,2,0,14
"9220","10555144",0,2,3,3,0,6
"9221","10555170",0,4,0,0,0,0
"9222","10555177",0,4,3,3,0,6
"9223","10555180",0,2,0,0,0,0
"9224","10555202",0,3,3,2,0,5
"9225","10555223",0,4,2,2,0,4
"9226","10555227",0,5,1,5,1,7
"9227","10555254",0,2,0,0,0,0
"9228","10555262",0,1,0,0,0,0
"9229","10555335",0,2,1,2,1,4
"9230","10555351",0,1,0,0,0,0
"9231","10555368",0,3,0,0,0,0
"9232","10555424",0,3,2,4,0,6
"9233","10555456",0,4,0,1,0,1
"9234","10555549",0,2,0,0,0,0
"9235","10555554",0,1,0,0,0,0
"9236","10555588",0,2,1,0,0,1
"9237","10555596",0,3,0,0,0,0
"9238","10555603",0,3,0,1,0,1
"9239","10555604",0,3,0,1,0,1
"9240","10555608",0,3,1,0,0,1
"9241","10555610",0,3,0,0,0,0
"9242","10555629",0,3,2,1,0,3
"9243","10555695",0,3,2,0,0,2
"9244","10555731",0,3,0,0,0,0
"9245","10555735",0,3,0,3,0,3
"9246","10555737",0,2,1,0,0,1
"9247","10555746",0,3,4,3,0,7
"9248","10555761",0,3,1,3,0,4
"9249","10555770",0,3,3,2,0,5
"9250","10555775",0,3,0,0,0,0
"9251","10555787",0,2,1,0,0,1
"9252","10555818",0,4,4,1,0,5
"9253","10555819",0,4,4,3,0,7
"9254","10555820",0,3,0,3,0,3
"9255","10555821",0,5,0,0,0,0
"9256","10555822",0,3,0,0,0,0
"9257","10555877",0,2,0,2,0,2
"9258","10555885",0,1,0,1,0,1
"9259","10555898",0,2,0,2,0,2
"9260","10555925",0,1,0,2,0,2
"9261","10555948",0,3,8,0,0,8
"9262","10555953",0,3,0,0,0,0
"9263","10555954",0,2,1,5,0,6
"9264","10555957",0,3,3,2,0,5
"9265","10555965",0,3,5,3,2,10
"9266","10555986",0,4,1,5,0,6
"9267","10556023",0,4,2,1,0,3
"9268","10556024",0,2,0,0,0,0
"9269","10556025",0,4,1,1,0,2
"9270","10556040",0,3,2,1,0,3
"9271","10556056",0,4,0,2,0,2
"9272","10556073",0,2,0,1,0,1
"9273","10556092",0,4,4,0,0,4
"9274","10556103",0,3,0,0,0,0
"9275","10556113",0,6,2,3,1,6
"9276","10556130",0,5,1,4,0,5
"9277","10556137",1,3,0,0,0,0
"9278","10556182",0,2,1,0,0,1
"9279","10556183",0,3,1,1,0,2
"9280","10556201",0,3,2,3,0,5
"9281","10556211",0,3,0,0,0,0
"9282","10556226",0,3,4,1,0,5
"9283","10556228",0,4,1,6,0,7
"9284","10556231",0,6,2,1,0,3
"9285","10556232",0,3,3,0,0,3
"9286","10556234",0,2,0,0,0,0
"9287","10556242",0,2,0,1,0,1
"9288","10556253",0,4,2,1,0,3
"9289","10556266",0,2,1,0,0,1
"9290","10556276",0,2,1,1,0,2
"9291","10556339",0,1,0,0,0,0
"9292","10556475",0,6,7,4,1,12
"9293","10556477",0,5,6,6,0,12
"9294","10556478",0,3,1,0,0,1
"9295","10556480",0,2,0,0,0,0
"9296","10556482",0,4,1,1,0,2
"9297","10556542",0,3,0,0,0,0
"9298","10556594",0,5,6,3,0,9
"9299","10556602",0,3,2,1,0,3
"9300","10556607",0,4,2,1,0,3
"9301","10556612",0,4,5,2,0,7
"9302","10556619",0,3,0,0,0,0
"9303","10556624",0,2,0,0,0,0
"9304","10556640",0,4,4,1,0,5
"9305","10556642",0,6,1,8,0,9
"9306","10556670",0,4,0,0,0,0
"9307","10556690",0,4,4,0,0,4
"9308","10556693",0,1,0,0,0,0
"9309","10556703",0,4,3,3,0,6
"9310","10556735",0,5,5,2,0,7
"9311","10556747",0,4,0,0,0,0
"9312","10556769",0,3,1,0,0,1
"9313","10556771",0,3,1,0,0,1
"9314","10556785",0,3,1,0,0,1
"9315","10556812",0,4,2,1,0,3
"9316","10556821",0,3,1,0,0,1
"9317","10556822",0,3,4,0,0,4
"9318","10556880",0,1,0,0,0,0
"9319","10556921",0,2,0,0,0,0
"9320","10556959",0,5,3,2,0,5
"9321","10556964",0,4,2,2,1,5
"9322","10556998",0,5,10,1,0,11
"9323","10556999",0,4,7,6,0,13
"9324","10557002",1,6,1,1,0,2
"9325","10557019",0,1,0,0,0,0
"9326","10557031",0,4,2,1,0,3
"9327","10557061",0,4,1,1,0,2
"9328","10557068",0,4,0,0,0,0
"9329","10557085",0,4,0,0,0,0
"9330","10557086",1,4,0,0,0,0
"9331","10557113",0,3,0,0,0,0
"9332","10557121",0,4,1,3,0,4
"9333","10557122",0,1,0,0,0,0
"9334","10557123",0,4,2,2,0,4
"9335","10557158",0,4,0,2,0,2
"9336","10557161",0,8,11,11,4,26
"9337","10557208",0,4,0,0,0,0
"9338","10557226",0,5,2,4,1,7
"9339","10557235",0,2,0,0,0,0
"9340","10557236",0,4,3,1,0,4
"9341","10557237",0,4,0,1,0,1
"9342","10557251",0,1,0,0,0,0
"9343","10557259",0,4,0,0,0,0
"9344","10557262",1,4,1,2,0,3
"9345","10557268",0,1,0,0,0,0
"9346","10557286",0,4,2,9,0,11
"9347","10557322",0,3,1,0,0,1
"9348","10557357",0,3,1,0,0,1
"9349","10557387",0,3,7,1,0,8
"9350","10557422",0,4,1,3,0,4
"9351","10557427",0,5,6,4,0,10
"9352","10557458",0,2,0,0,0,0
"9353","10557459",0,2,0,1,0,1
"9354","10557467",0,1,0,0,0,0
"9355","10557470",0,4,0,1,0,1
"9356","10557478",0,3,0,0,0,0
"9357","10557487",0,3,3,4,0,7
"9358","10557488",0,1,0,1,0,1
"9359","10557492",0,3,1,0,0,1
"9360","10557582",0,3,0,1,0,1
"9361","10557594",0,4,2,7,0,9
"9362","10557600",0,5,8,4,1,13
"9363","10557625",0,3,0,1,0,1
"9364","10557627",0,4,0,0,0,0
"9365","10557654",0,1,0,0,0,0
"9366","10557669",0,2,6,1,0,7
"9367","10557677",0,2,0,1,0,1
"9368","10557681",0,3,0,0,0,0
"9369","10557683",0,7,9,12,0,21
"9370","10557695",0,3,1,0,0,1
"9371","10557717",0,1,0,0,0,0
"9372","10557729",0,2,1,1,1,3
"9373","10557730",0,3,0,1,0,1
"9374","10557788",0,3,0,2,0,2
"9375","10557801",0,5,8,3,0,11
"9376","10557821",0,3,0,2,0,2
"9377","10557829",0,6,4,5,0,9
"9378","10557866",0,2,0,0,0,0
"9379","10557931",0,2,0,0,0,0
"9380","10557934",0,3,1,2,0,3
"9381","10557937",0,2,0,0,0,0
"9382","10557984",0,1,0,0,0,0
"9383","10558021",0,3,0,0,0,0
"9384","10558024",0,3,0,1,0,1
"9385","10558040",0,6,6,7,3,16
"9386","10558208",0,3,1,0,0,1
"9387","10558273",0,2,0,0,0,0
"9388","10558275",0,3,0,0,0,0
"9389","10558278",0,6,5,4,0,9
"9390","10558310",0,5,1,2,0,3
"9391","10558311",1,4,0,0,0,0
"9392","10558312",0,4,2,5,0,7
"9393","10558318",0,3,1,1,0,2
"9394","10558323",0,4,0,0,0,0
"9395","10558369",0,3,4,2,0,6
"9396","10558452",0,3,0,1,0,1
"9397","10558585",0,3,0,0,0,0
"9398","10558606",0,4,0,0,0,0
"9399","10558636",0,2,6,2,0,8
"9400","10558704",0,3,0,6,0,6
"9401","10558730",0,5,2,4,1,7
"9402","10558772",0,4,1,3,1,5
"9403","10558785",0,6,9,8,0,17
"9404","10558810",0,2,0,0,0,0
"9405","10558838",0,4,3,0,0,3
"9406","10558840",0,3,0,0,0,0
"9407","10558847",0,4,6,1,0,7
"9408","10558853",0,2,1,2,1,4
"9409","10558855",0,3,3,1,0,4
"9410","10558858",0,4,0,0,0,0
"9411","10558885",0,5,0,0,0,0
"9412","10558906",0,1,0,0,0,0
"9413","10558955",0,4,0,3,0,3
"9414","10558960",0,3,0,0,0,0
"9415","10558982",0,2,0,0,0,0
"9416","10558983",0,4,1,3,0,4
"9417","10558988",0,4,0,3,0,3
"9418","10558989",0,4,1,0,0,1
"9419","10559000",0,4,3,4,2,9
"9420","10559002",0,4,9,5,0,14
"9421","10559007",0,4,0,0,0,0
"9422","10559021",0,3,4,2,0,6
"9423","10559023",0,3,1,0,0,1
"9424","10559062",0,5,0,2,0,2
"9425","10559066",0,4,3,6,1,10
"9426","10559088",0,3,0,1,0,1
"9427","10559098",0,2,0,0,0,0
"9428","10559102",0,5,0,0,0,0
"9429","10559103",0,3,1,6,0,7
"9430","10559216",0,4,0,0,0,0
"9431","10559262",0,4,4,1,0,5
"9432","10559316",0,5,5,6,0,11
"9433","10559326",0,1,0,1,0,1
"9434","10559339",0,3,0,0,0,0
"9435","10559371",0,4,8,5,0,13
"9436","10559380",0,4,3,2,0,5
"9437","10559382",0,4,0,3,0,3
"9438","10559383",0,2,5,0,0,5
"9439","10559416",1,3,0,0,0,0
"9440","10559424",0,3,3,1,0,4
"9441","10559430",0,4,3,4,0,7
"9442","10559451",0,6,2,8,0,10
"9443","10559460",0,4,0,1,0,1
"9444","10559492",0,3,2,0,0,2
"9445","10559495",0,3,0,1,0,1
"9446","10559499",0,4,4,4,0,8
"9447","10559500",0,3,1,1,0,2
"9448","10559507",0,2,0,0,0,0
"9449","10559550",0,1,0,0,0,0
"9450","10559601",0,6,2,6,2,10
"9451","10559610",0,2,0,0,0,0
"9452","10559685",0,2,0,0,0,0
"9453","10559691",0,5,6,5,0,11
"9454","10559735",0,2,2,3,0,5
"9455","10559745",0,8,1,14,0,15
"9456","10559767",0,2,1,0,0,1
"9457","10559816",0,3,2,0,0,2
"9458","10559821",0,4,0,0,1,1
"9459","10559829",0,4,5,0,0,5
"9460","10559837",0,3,0,0,0,0
"9461","10559865",0,5,4,7,0,11
"9462","10559888",0,3,2,1,0,3
"9463","10559909",0,3,0,0,0,0
"9464","10559939",0,2,0,0,0,0
"9465","10559956",0,4,4,4,0,8
"9466","10559961",0,2,1,0,0,1
"9467","10559964",0,4,5,4,0,9
"9468","10559966",0,3,0,0,0,0
"9469","10559975",0,3,2,1,0,3
"9470","10559988",0,2,0,0,0,0
"9471","10560025",0,2,0,0,0,0
"9472","10560027",0,4,0,4,0,4
"9473","10560045",0,3,0,0,0,0
"9474","10560050",0,3,0,0,0,0
"9475","10560056",0,4,0,0,0,0
"9476","10560097",0,2,0,0,0,0
"9477","10560152",0,5,5,2,0,7
"9478","10560154",0,6,7,1,1,9
"9479","10560181",0,1,1,1,0,2
"9480","10560218",0,4,6,4,2,12
"9481","10560268",0,6,1,5,0,6
"9482","10560284",0,3,3,0,0,3
"9483","10560291",0,2,2,0,0,2
"9484","10560312",0,5,8,1,1,10
"9485","10560324",0,4,4,2,0,6
"9486","10560333",0,2,0,0,0,0
"9487","10560342",0,2,0,0,0,0
"9488","10560351",0,3,0,0,0,0
"9489","10560354",0,3,8,2,0,10
"9490","10560360",0,6,8,15,2,25
"9491","10560377",0,3,3,1,0,4
"9492","10560388",0,2,4,1,0,5
"9493","10560391",0,2,0,0,0,0
"9494","10560393",0,5,1,1,0,2
"9495","10560394",0,4,2,1,0,3
"9496","10560419",0,3,1,0,0,1
"9497","10560439",0,2,0,0,0,0
"9498","10560452",0,5,3,0,0,3
"9499","10560560",0,2,1,0,0,1
"9500","10560570",0,4,3,1,2,6
"9501","10560575",0,4,0,2,0,2
"9502","10560576",0,2,0,0,0,0
"9503","10560583",0,4,8,5,0,13
"9504","10560593",0,6,0,6,5,11
"9505","10560599",0,1,0,0,0,0
"9506","10560619",0,5,3,1,0,4
"9507","10560724",0,4,2,3,0,5
"9508","10560755",0,3,4,1,0,5
"9509","10560787",0,4,10,1,0,11
"9510","10560794",0,1,0,0,0,0
"9511","10560796",0,3,0,3,0,3
"9512","10560827",0,5,2,5,0,7
"9513","10560828",0,1,0,0,0,0
"9514","10560849",0,2,1,0,0,1
"9515","10560867",0,5,2,1,0,3
"9516","10560874",0,6,3,4,0,7
"9517","10560885",0,4,0,1,0,1
"9518","10560911",0,4,2,1,1,4
"9519","10560913",0,3,0,1,0,1
"9520","10560928",0,4,0,1,0,1
"9521","10560940",1,4,0,0,0,0
"9522","10560984",0,4,1,2,0,3
"9523","10561004",0,2,0,0,0,0
"9524","10561006",0,4,2,2,0,4
"9525","10561042",0,7,6,2,0,8
"9526","10561058",0,5,0,2,0,2
"9527","10561076",0,4,2,0,1,3
"9528","10561093",0,3,0,0,0,0
"9529","10561141",0,3,1,0,0,1
"9530","10561168",0,2,0,0,0,0
"9531","10561193",0,1,0,0,0,0
"9532","10561218",0,3,0,0,0,0
"9533","10561253",0,4,2,1,0,3
"9534","10561285",0,2,0,0,0,0
"9535","10561288",0,3,0,0,0,0
"9536","10561294",0,4,3,6,0,9
"9537","10561318",0,4,3,2,0,5
"9538","10561379",0,2,0,0,0,0
"9539","10561396",0,4,1,2,0,3
"9540","10561425",0,5,4,0,0,4
"9541","10561430",1,4,1,0,0,1
"9542","10561432",0,3,4,0,0,4
"9543","10561437",0,4,0,4,0,4
"9544","10561440",0,3,0,0,0,0
"9545","10561441",0,1,0,0,0,0
"9546","10561447",0,1,1,0,0,1
"9547","10561451",0,2,0,0,0,0
"9548","10561453",0,2,0,0,0,0
"9549","10561490",0,4,6,0,0,6
"9550","10561496",0,3,0,0,0,0
"9551","10561535",0,4,0,0,0,0
"9552","10561542",0,3,3,2,0,5
"9553","10561553",0,6,7,6,0,13
"9554","10561559",0,1,1,1,0,2
"9555","10561566",0,3,6,3,0,9
"9556","10561569",0,2,1,0,0,1
"9557","10561578",0,1,0,0,0,0
"9558","10561588",0,5,0,3,0,3
"9559","10561613",0,4,1,0,0,1
"9560","10561614",0,3,1,0,0,1
"9561","10561631",0,1,0,0,0,0
"9562","10561634",0,2,0,0,0,0
"9563","10561635",0,2,3,0,0,3
"9564","10561636",0,3,3,0,0,3
"9565","10561647",0,3,8,2,0,10
"9566","10561650",0,3,1,2,0,3
"9567","10561678",0,3,2,0,0,2
"9568","10561679",0,5,0,5,0,5
"9569","10561693",0,3,4,3,0,7
"9570","10561743",0,6,3,14,3,20
"9571","10561752",0,4,2,0,0,2
"9572","10561768",0,1,0,3,0,3
"9573","10561801",0,3,0,0,0,0
"9574","10561840",0,3,6,1,0,7
"9575","10561846",0,3,3,0,0,3
"9576","10561849",0,4,0,0,0,0
"9577","10561903",0,2,1,0,0,1
"9578","10561935",0,4,7,3,0,10
"9579","10561950",0,3,0,0,0,0
"9580","10561954",0,5,3,10,2,15
"9581","10561957",0,1,0,0,0,0
"9582","10561958",0,1,1,0,0,1
"9583","10561964",0,3,0,0,0,0
"9584","10561973",0,3,0,3,0,3
"9585","10561984",0,3,0,1,0,1
"9586","10561985",0,1,0,1,0,1
"9587","10561997",0,3,8,5,0,13
"9588","10562008",0,3,0,0,0,0
"9589","10562024",0,1,0,0,0,0
"9590","10562026",0,2,0,1,0,1
"9591","10562072",0,1,0,0,0,0
"9592","10562174",0,3,0,2,0,2
"9593","10562198",0,2,0,0,0,0
"9594","10562201",0,1,0,0,0,0
"9595","10562214",0,2,0,0,0,0
"9596","10562225",0,3,0,1,0,1
"9597","10562227",0,3,1,0,0,1
"9598","10562234",0,2,0,0,0,0
"9599","10562260",1,3,2,1,0,3
"9600","10562267",0,8,17,7,1,25
"9601","10562372",0,3,1,0,0,1
"9602","10562425",0,1,0,0,0,0
"9603","10562434",0,3,3,0,0,3
"9604","10562446",0,3,0,0,0,0
"9605","10562466",0,3,2,1,0,3
"9606","10562469",0,4,5,1,0,6
"9607","10562563",0,4,5,5,0,10
"9608","10562577",0,2,0,0,0,0
"9609","10562578",0,3,2,0,0,2
"9610","10562623",0,3,1,1,0,2
"9611","10562628",0,4,7,0,0,7
"9612","10562714",0,3,1,0,0,1
"9613","10562735",0,3,1,0,0,1
"9614","10562738",0,4,0,2,0,2
"9615","10562796",0,5,3,11,0,14
"9616","10562801",0,2,0,0,0,0
"9617","10562842",0,3,3,1,0,4
"9618","10562861",0,3,2,0,0,2
"9619","10562904",0,3,0,0,0,0
"9620","10562992",0,4,2,2,0,4
"9621","10562994",0,3,8,0,0,8
"9622","10563005",0,3,1,2,0,3
"9623","10563013",0,3,0,0,0,0
"9624","10563014",0,3,0,0,0,0
"9625","10563015",0,5,2,5,2,9
"9626","10563022",0,3,2,3,0,5
"9627","10563025",0,1,1,0,0,1
"9628","10563026",0,1,0,0,0,0
"9629","10563039",0,3,0,0,0,0
"9630","10563097",0,2,0,0,0,0
"9631","10563105",0,3,4,0,0,4
"9632","10563122",0,3,0,3,0,3
"9633","10563129",0,1,0,0,0,0
"9634","10563131",0,2,0,0,0,0
"9635","10563137",0,3,2,1,0,3
"9636","10563188",0,3,1,1,0,2
"9637","10563208",0,3,6,0,0,6
"9638","10563228",0,3,4,2,0,6
"9639","10563258",0,3,3,5,0,8
"9640","10563262",0,3,0,1,0,1
"9641","10563275",0,4,7,2,0,9
"9642","10563298",0,3,0,1,0,1
"9643","10563306",0,4,2,3,0,5
"9644","10563322",0,3,0,0,0,0
"9645","10563329",0,3,0,0,0,0
"9646","10563333",0,3,4,1,0,5
"9647","10563334",0,3,2,1,0,3
"9648","10563340",0,3,4,0,0,4
"9649","10563343",0,3,4,0,0,4
"9650","10563346",0,5,4,2,0,6
"9651","10563359",0,1,0,1,0,1
"9652","10563360",0,3,0,2,0,2
"9653","10563383",0,4,1,4,0,5
"9654","10563399",0,3,0,0,0,0
"9655","10563402",0,6,0,8,4,12
"9656","10563428",0,3,5,0,0,5
"9657","10563429",0,3,3,2,0,5
"9658","10563430",0,6,10,5,1,16
"9659","10563433",0,4,7,3,0,10
"9660","10563439",0,3,0,0,0,0
"9661","10563445",0,3,1,1,0,2
"9662","10563450",0,4,1,2,0,3
"9663","10563452",0,2,3,5,0,8
"9664","10563466",0,3,0,0,0,0
"9665","10563543",0,2,0,0,0,0
"9666","10563552",0,3,0,0,0,0
"9667","10563560",0,1,0,0,0,0
"9668","10563564",0,3,0,1,0,1
"9669","10563570",0,4,2,2,0,4
"9670","10563595",0,3,0,0,0,0
"9671","10563614",0,3,0,1,0,1
"9672","10563621",0,3,4,9,1,14
"9673","10563632",0,3,4,0,0,4
"9674","10563809",0,3,0,1,0,1
"9675","10563861",1,4,0,1,3,4
"9676","10563868",0,3,2,1,0,3
"9677","10564032",0,3,1,0,0,1
"9678","10564048",0,3,2,2,0,4
"9679","10564056",0,3,0,0,0,0
"9680","10564116",0,2,1,0,0,1
"9681","10564137",0,2,3,3,0,6
"9682","10564162",0,4,1,0,0,1
"9683","10564171",0,3,0,0,0,0
"9684","10564175",0,3,0,3,0,3
"9685","10564177",0,3,4,1,0,5
"9686","10564190",0,2,0,1,0,1
"9687","10564197",0,3,8,1,0,9
"9688","10564217",0,3,0,0,0,0
"9689","10564303",0,3,0,1,0,1
"9690","10564309",0,7,6,8,2,16
"9691","10564312",0,2,0,0,0,0
"9692","10564358",0,3,0,1,0,1
"9693","10564375",0,3,1,2,0,3
"9694","10564381",0,1,0,0,0,0
"9695","10564413",0,4,3,3,0,6
"9696","10564447",0,3,1,0,0,1
"9697","10564453",0,3,2,2,0,4
"9698","10564459",0,3,1,0,0,1
"9699","10564460",0,2,1,0,0,1
"9700","10564468",0,3,0,0,0,0
"9701","10564470",0,4,1,0,0,1
"9702","10564512",1,2,0,1,0,1
"9703","10564517",0,4,2,2,1,5
"9704","10564534",0,3,2,0,0,2
"9705","10564539",0,5,1,1,1,3
"9706","10564559",0,2,2,0,0,2
"9707","10564599",0,1,0,0,0,0
"9708","10564637",0,3,0,3,0,3
"9709","10564641",0,4,1,1,1,3
"9710","10564648",0,3,2,2,0,4
"9711","10564650",0,4,0,0,0,0
"9712","10564652",0,3,0,0,0,0
"9713","10564655",0,2,0,1,0,1
"9714","10564680",0,3,0,0,0,0
"9715","10564701",0,3,1,0,0,1
"9716","10564715",0,5,2,1,0,3
"9717","10564726",0,3,0,0,0,0
"9718","10564774",0,1,0,0,0,0
"9719","10564826",0,4,0,7,0,7
"9720","10564893",0,4,4,3,2,9
"9721","10564895",0,4,0,0,0,0
"9722","10564915",0,3,0,4,0,4
"9723","10564916",0,2,1,2,0,3
"9724","10564922",0,4,1,2,0,3
"9725","10564933",0,3,1,0,0,1
"9726","10564944",0,6,4,4,1,9
"9727","10564954",0,3,2,2,0,4
"9728","10564955",0,5,2,7,1,10
"9729","10564962",0,4,2,3,0,5
"9730","10564972",0,2,2,2,0,4
"9731","10564973",0,1,0,0,0,0
"9732","10564975",0,2,4,3,0,7
"9733","10565061",0,2,0,0,0,0
"9734","10565075",0,3,0,1,0,1
"9735","10565182",0,3,3,1,0,4
"9736","10565183",0,3,0,0,0,0
"9737","10565194",0,2,1,4,0,5
"9738","10565243",0,5,2,6,1,9
"9739","10565349",0,3,1,2,0,3
"9740","10565358",0,3,2,1,0,3
"9741","10565360",0,3,1,0,0,1
"9742","10565391",0,4,2,2,0,4
"9743","10565408",0,2,0,0,0,0
"9744","10565409",0,4,3,0,0,3
"9745","10565417",0,3,0,0,0,0
"9746","10565418",0,3,1,1,0,2
"9747","10565435",0,5,12,5,1,18
"9748","10565456",0,2,0,0,0,0
"9749","10565464",0,3,1,4,0,5
"9750","10565492",0,3,1,1,0,2
"9751","10565506",0,5,1,2,0,3
