"","ESTABLISHMENT_ID","IsED","theta","psi","min_inspection","inspection","Total"
"9891",10491857,0,0.612561701507182,1.15949945492104,2,4,0
"9892",10491892,0,0.613073275892543,1.08697267941592,2,5,9
"9893",10491908,0,0.612882293207666,0.922101135043816,2,4,1
"9894",10491919,0,0.612774170947005,1.10956050450122,1,4,2
"9895",10491933,0,0.614126861295624,1.45544233262785,2,5,13
"9896",10491938,0,0.614464515869026,1.01243647501079,2,2,0
"9897",10491941,0,0.613778326037533,1.83978919292066,2,4,1
"9898",10491946,0,0.612550513336452,1.75897616351144,2,5,0
"9899",10491971,0,0.612809047134528,0.807246853266075,2,4,0
"9900",10491993,0,0.608694472186437,2.45820225765882,1,1,0
"9901",10491995,0,0.612652290905597,0.820561720679701,2,3,0
"9902",10491996,0,0.61244982354985,1.00248065250684,2,4,1
"9903",10492007,0,0.611878117726831,1.9515857339877,2,5,1
"9904",10492008,0,0.60903327281228,2.13102943016309,1,1,0
"9905",10492011,0,0.612529249881267,0.366532768059663,1,1,0
"9906",10492020,0,0.612525826669347,0.976252101000841,2,6,10
"9907",10492042,0,0.615627790312302,0.754197037699374,1,3,0
"9908",10492045,0,0.612196145237861,1.0469760867986,1,3,0
"9909",10492046,0,0.610682220944023,0.609512345929669,2,3,0
"9910",10492047,0,0.612978452115896,1.91863258042622,1,1,0
"9911",10492054,0,0.612574600287434,1.26391583507648,1,3,0
"9912",10492060,0,0.614243094661,1.46788283313947,3,4,11
"9913",10492070,0,0.612887998719994,1.008193018782,2,4,3
"9914",10492134,0,0.611197265481358,0.948214054370757,1,1,0
"9915",10492137,0,0.612256186097035,1.35776721011371,2,6,1
"9916",10492142,0,0.612076196962916,0.917782835162569,2,4,1
"9917",10492144,0,0.611634651655812,1.47068335102852,2,4,0
"9918",10492147,0,0.612688385053978,1.51025603278915,3,7,3
"9919",10492157,0,0.612598221848343,1.12943101973241,2,5,7
"9920",10492158,0,0.613530872743759,0.875883526894228,2,3,1
"9921",10492163,0,0.614120478233453,1.04726754962213,2,4,9
"9922",10492181,0,0.611947428516813,1.37373097350336,2,4,7
"9923",10492192,0,0.610947059942299,1.61506069216082,2,5,2
"9924",10492217,0,0.611891204688018,1.10159538993605,2,6,1
"9925",10492229,0,0.612206159763216,1.72811023145481,2,5,5
"9926",10492261,0,0.612493332850186,2.01713757122608,1,4,1
"9927",10492264,0,0.608642226002816,0.305412218497266,1,1,0
"9928",10492265,0,0.613436176411095,2.18521488123444,1,1,0
"9929",10492267,0,0.614088571701055,0.849381525464593,2,4,1
"9930",10492278,0,0.613262383574335,1.40594441812625,2,3,1
"9931",10492307,0,0.613655866219442,0.918822846985341,3,8,20
"9932",10492309,0,0.613092760204125,1.24493298066729,3,5,14
"9933",10492327,0,0.612930358535425,0.67155773817551,3,5,17
"9934",10492403,0,0.609556712423919,0.572157103527369,1,1,0
"9935",10492406,0,0.61284909557049,1.09260833591799,1,2,0
"9936",10492415,0,0.612738222700608,2.05183550324154,2,4,0
"9937",10492419,0,0.612073773958522,1.18695272836946,2,4,0
"9938",10492445,0,0.613109636871765,0.769115095856035,2,5,7
"9939",10492458,0,0.613202788674732,0.794926897003559,2,4,0
"9940",10492481,0,0.613778179920739,1.69629655769216,1,3,0
"9941",10492542,0,0.609447368363003,1.56171038988304,2,4,5
"9942",10492550,0,0.611987451572487,1.20606688850051,3,3,0
"9943",10492553,0,0.611558054937507,0.944244234307162,3,5,7
"9944",10492557,0,0.611322621511326,1.15320125146905,3,5,9
"9945",10492569,0,0.61335055106798,1.00846320577709,1,2,0
"9946",10492581,0,0.613284427159832,0.797656360213911,2,4,2
"9947",10492630,0,0.611526123238319,1.91930118256984,1,1,0
"9948",10492674,0,0.611854286064299,1.09050432250854,2,6,8
"9949",10492680,0,0.612757814827905,0.759540516349382,2,7,10
"9950",10492725,0,0.608883066072919,0.60783980692164,1,2,3
"9951",10492745,0,0.613077067929121,1.44570588927627,3,5,6
"9952",10492746,0,0.614237687165359,1.39915949915197,2,3,7
"9953",10492777,0,0.613373815136384,0.962249816629423,2,3,1
"9954",10492794,0,0.613160029620396,0.529973448702681,2,4,5
"9955",10492798,0,0.612653791053895,0.898899849544526,2,4,0
"9956",10492852,0,0.612159184526898,1.34832622649973,3,6,22
"9957",10492860,0,0.614533056596386,0.679054834801846,2,4,9
"9958",10492908,0,0.612845539686551,1.64322334529535,3,3,7
"9959",10492935,0,0.611760227803956,1.50710533359756,2,3,2
"9960",10493006,0,0.612014327142874,1.14953748252403,3,5,6
"9961",10493028,0,0.613704111519948,0.391701013970879,1,1,0
"9962",10493037,0,0.61127776802963,1.36937464545622,1,2,0
"9963",10493040,0,0.611939299699267,1.10565661872584,3,5,4
"9964",10493082,0,0.614544365841765,0.310515142125687,1,1,0
"9965",10493103,1,0.585091586692691,1.91293307872809,3,6,7
